"","fips","sex","x.race.g1","x.michd","fips","sex","x.race.g1","cvdinfr4","fips","sex","x.race.g1","cvdstrk3","fips","sex","x.race.g1","cvdcrhd4"
"3.35.2",35,2,3,0.0585374389387341,55,2,3,0.0373572973510918,55,2,3,0.0406984709476152,55,2,3,0.0208414885814074
"4.35.2",35,2,4,0.0394897373062579,56,2,3,0.0125996098368154,56,2,3,0.00700756400111331,56,2,3,0.0125996098368154
"5.35.2",35,2,5,0,66,2,3,0.0534005707066072,66,2,3,0.0128710148090538,66,2,3,0.219511398701316
"1.36.2",36,2,1,0.0546583043946823,72,2,3,0.0634511544442231,72,2,3,0.0322415764545202,72,2,3,0.0787745716473239
"2.36.2",36,2,2,0.054256238995217,78,2,3,0.0167968259959512,78,2,3,0.031088343808135,78,2,3,0.00587377867446239
"3.36.2",36,2,3,0.0588193276231783,1,2,4,0.0480933431985808,1,2,4,0.101671125218995,1,2,4,0.0627119260102432
"4.36.2",36,2,4,0.0229496626426132,2,2,4,0.0228208140319636,2,2,4,0.0520225262832643,2,2,4,0.0235757239252858
"5.36.2",36,2,5,0.0896074814690414,4,2,4,0.0261539514444534,4,2,4,0.0254935389243934,4,2,4,0.0133493632507153
"1.37.2",37,2,1,0.0606865557532583,5,2,4,0.17538405063124,5,2,4,0.0359916668425318,5,2,4,0.0809891374370315
"2.37.2",37,2,2,0.066527956353909,6,2,4,0.00427078263077754,6,2,4,0.0370549988905967,6,2,4,0.00828922154762705
"3.37.2",37,2,3,0.036078538036512,8,2,4,0.0351900290770276,8,2,4,0.0319193116481082,8,2,4,0.0206887467168532
"4.37.2",37,2,4,0.0482838955583592,9,2,4,0.0114953128801451,9,2,4,0.00696520770402447,9,2,4,0.0153020422593607
"5.37.2",37,2,5,0.0423917957622193,10,2,4,0.0173252761976409,10,2,4,0.0331245309162929,10,2,4,0.00771322814841285
"1.38.2",38,2,1,0.0469201146368525,11,2,4,0.00482862413621676,11,2,4,0.0437519496066883,11,2,4,0.0276249214443694
"2.38.2",38,2,2,0,12,2,4,0.0152443044562984,12,2,4,0.0530007282417004,12,2,4,0.0241324589918645
"3.38.2",38,2,3,0.0359358036135221,13,2,4,0.00378234889294415,13,2,4,0.0343815024623704,13,2,4,0.000979359606123257
"4.38.2",38,2,4,0.0894292465515798,15,2,4,0.0220318354024488,15,2,4,0.0419493006103612,15,2,4,0.0501736379011143
"5.38.2",38,2,5,0.100208793433913,16,2,4,0.0378199626462358,16,2,4,0.0182509948337759,16,2,4,0.00238802767249745
"1.39.2",39,2,1,0.0594153527174209,17,2,4,0.0415611789888825,17,2,4,0.0107454996692876,17,2,4,0.00297019091704625
"2.39.2",39,2,2,0.0463486101545709,18,2,4,0.0489245437670309,18,2,4,0.0180191393841567,18,2,4,0.0167486114228011
"3.39.2",39,2,3,0.0158109884206884,19,2,4,0.053484827148522,19,2,4,0,19,2,4,0.053484827148522
"4.39.2",39,2,4,0.0481183473124713,20,2,4,0.0894727092958982,20,2,4,0.0151213069978577,20,2,4,0.0272897886780876
"5.39.2",39,2,5,0.0651344033472135,21,2,4,0.00901166432424031,21,2,4,0.0248037004442349,21,2,4,0.0111953835866679
"1.40.2",40,2,1,0.0613175514366147,22,2,4,0.0479597949925035,22,2,4,0.127014684574964,22,2,4,0.0806912252696385
"2.40.2",40,2,2,0.0382649916313729,23,2,4,0.0373033652293657,23,2,4,0.150482792447931,23,2,4,0.0616016294731254
"3.40.2",40,2,3,0.0458961919156005,24,2,4,0.0206715048856573,24,2,4,0.00860356271400288,24,2,4,0.0403205520469437
"4.40.2",40,2,4,0.0715095340833123,25,2,4,0.0214521996198426,25,2,4,0.0371042615732379,25,2,4,0.18167293020109
"5.40.2",40,2,5,0.0721642994348593,26,2,4,0.018589510849233,26,2,4,0.0196840219465529,26,2,4,0.0167039986558172
"1.41.2",41,2,1,0.0520055369141224,27,2,4,0.0130675962222984,27,2,4,0.00460355567505961,27,2,4,0.0133976053756407
"2.41.2",41,2,2,0.065200355760437,28,2,4,0.186610312565245,28,2,4,0.125551732884134,28,2,4,0.107137395108583
"3.41.2",41,2,3,0.0399087313250908,29,2,4,0.026850381264881,29,2,4,0.242006929926968,29,2,4,0.0763533006909364
"4.41.2",41,2,4,0.0499849846465383,30,2,4,0.0530216818544965,30,2,4,0.0507223337902813,30,2,4,0.0286678670442483
"5.41.2",41,2,5,0.0939122432327817,31,2,4,0.0323384392878224,31,2,4,0.0256769080845997,31,2,4,0.0624148414318508
"1.42.2",42,2,1,0.0525696871146774,32,2,4,0.043497497056119,32,2,4,0.0781492115775406,32,2,4,0.0798942721460986
"2.42.2",42,2,2,0.0718956636197256,33,2,4,0.0237232805791001,33,2,4,0.125513928673301,33,2,4,0.0218327943036778
"3.42.2",42,2,3,0.0558091870581577,34,2,4,0.0133213129623662,34,2,4,0.00858929086288335,34,2,4,0.0173192625754162
"4.42.2",42,2,4,0.0201741263752893,35,2,4,0.0390416463311752,35,2,4,0.041311712197694,35,2,4,0.0419748111842981
"5.42.2",42,2,5,0.010871616067057,36,2,4,0.00761765914578091,36,2,4,0.0113500224332955,36,2,4,0.016366226757789
"1.44.2",44,2,1,0.0425864331788941,37,2,4,0.0329248085293027,37,2,4,0.0885066817564264,37,2,4,0.0153590870290565
"2.44.2",44,2,2,0.0319253513364159,38,2,4,0.0723070016542354,38,2,4,0.0309321538629372,38,2,4,0.0509724543045778
"3.44.2",44,2,3,0.0544514474372865,39,2,4,0.0203024072854476,39,2,4,0.179807004544538,39,2,4,0.0460351840004569
"4.44.2",44,2,4,0.0213386670405197,40,2,4,0.0417105201394148,40,2,4,0.14185636580847,40,2,4,0.0693925890867481
"5.44.2",44,2,5,0.0267262614209438,41,2,4,0.00569500439610352,41,2,4,0.0203236264032116,41,2,4,0.0573658292991548
"1.45.2",45,2,1,0.0620082909384895,42,2,4,0.016302650185043,42,2,4,0.00604580336669682,42,2,4,0.00667813658560669
"2.45.2",45,2,2,0.0569110997762322,44,2,4,0.0190067218483907,44,2,4,0.0318530396752245,44,2,4,0.0205291270301058
"3.45.2",45,2,3,0.00991578490452204,45,2,4,0.0214545464895932,45,2,4,0.0594191659212222,45,2,4,0.0255933555833416
"4.45.2",45,2,4,0.0377059266624541,46,2,4,0.0310106737048513,46,2,4,0.0302716569115512,46,2,4,0.0538117779254173
"5.45.2",45,2,5,0.0337669745725422,47,2,4,0.0585962008241673,47,2,4,0.131431337997772,47,2,4,0.0387828829766231
"1.46.2",46,2,1,0.0478793071464631,48,2,4,0.000247038981329476,48,2,4,0.00843760617866894,48,2,4,0.0114592137567858
"2.46.2",46,2,2,0.00536668364563252,49,2,4,0.0142082118662808,49,2,4,0.0182285299585247,49,2,4,0.00450292170620092
"3.46.2",46,2,3,0.0696765861531074,50,2,4,0.0443194138064705,50,2,4,0.0115048903251596,50,2,4,0.261177734086001
"4.46.2",46,2,4,0.0397414199988508,51,2,4,0,51,2,4,0,51,2,4,0.00129370427051651
"5.46.2",46,2,5,0.163673767205858,53,2,4,0.0683811501723892,53,2,4,0.119252727497123,53,2,4,0.0710514305643235
"1.47.2",47,2,1,0.0765289729580967,54,2,4,0.0938688106232616,54,2,4,0.189835644407914,54,2,4,0.455924184448531
"2.47.2",47,2,2,0.0461740577218075,55,2,4,0.00457154703234413,55,2,4,0.0358539407112541,55,2,4,0.00795759733114938
"3.47.2",47,2,3,0.0609473043603299,56,2,4,0.00470337809401378,56,2,4,0.00464539011346955,56,2,4,0.0217383286002459
"4.47.2",47,2,4,0.0673547936195176,66,2,4,0.0237678720806828,66,2,4,0.0769907305479847,66,2,4,0.043485722072838
"5.47.2",47,2,5,0.0413945182990451,72,2,4,0,72,2,4,0,72,2,4,0
"1.48.2",48,2,1,0.0644446690571324,78,2,4,0.0249989231826697,78,2,4,0.0600345953657948,78,2,4,0
"2.48.2",48,2,2,0.0467312783794836,1,2,5,0.0809710405589554,1,2,5,0.022856068382617,1,2,5,0.0301992334919377
"3.48.2",48,2,3,0.0328169922271962,2,2,5,0.0336587086118612,2,2,5,0.0283826057522024,2,2,5,0.0039784355295348
"4.48.2",48,2,4,0.0116887386885234,4,2,5,0.0203485821143806,4,2,5,0.0457909333876116,4,2,5,0.0349865659592346
"5.48.2",48,2,5,0.0900975578877248,5,2,5,0.19101455124441,5,2,5,0.0953336053419684,5,2,5,0.139132813149621
"1.49.2",49,2,1,0.0264434386352747,6,2,5,0.0451117325498897,6,2,5,0.0461723134851483,6,2,5,0.0407562759678957
"2.49.2",49,2,2,0.0188092473323913,8,2,5,0.0367633803625572,8,2,5,0.0340996269477785,8,2,5,0.0399808218705999
"3.49.2",49,2,3,0.030744363200063,9,2,5,0.017569604494381,9,2,5,0.00454238710334432,9,2,5,0.0086850850201824
"4.49.2",49,2,4,0.0156889293271525,10,2,5,0.0819579142206155,10,2,5,0.0635082843123182,10,2,5,0.0775883001164689
"5.49.2",49,2,5,0.008367328594092,11,2,5,0.059871455326299,11,2,5,0.0379249454311144,11,2,5,0.0563648515571808
"1.50.2",50,2,1,0.0446354464005749,12,2,5,0.0361187185966507,12,2,5,0.189701927806786,12,2,5,0.0753501629426672
"2.50.2",50,2,2,0.027361729903537,13,2,5,0.0329936224921027,13,2,5,0.012152740519198,13,2,5,0.023906069680772
"3.50.2",50,2,3,0.0237914918164744,15,2,5,0.0245038731100501,15,2,5,0.0447020308225605,15,2,5,0.0192655400897147
"4.50.2",50,2,4,0.067270922589763,16,2,5,0.0294835025938811,16,2,5,0.0679928902417671,16,2,5,0
"5.50.2",50,2,5,0.0946456735884599,17,2,5,0.0385834310421941,17,2,5,0.0094408735779221,17,2,5,0.0112487892328202
"1.51.2",51,2,1,0.0552451842998743,18,2,5,0.0866611658557781,18,2,5,0.221582678201391,18,2,5,0.0317822023612937
"2.51.2",51,2,2,0.0688343069418507,19,2,5,0.06961576850639,19,2,5,0.0680933638383424,19,2,5,0.428162893581739
"3.51.2",51,2,3,0.0374539630027915,20,2,5,0.0205391772973116,20,2,5,0.022695906442773,20,2,5,0.0377393797649536
"4.51.2",51,2,4,0.00129370427051651,21,2,5,0.0398083211969255,21,2,5,0.0509415883007858,21,2,5,0.178932812847507
"5.51.2",51,2,5,0.121241603158955,22,2,5,0.0630977556347627,22,2,5,0.0465289776389275,22,2,5,0.0352422699183714
"1.53.2",53,2,1,0.048105634810561,23,2,5,0.0202307606452461,23,2,5,0.0296367688429045,23,2,5,0.201022820595064
"2.53.2",53,2,2,0.0456084286513525,24,2,5,0.205944432084689,24,2,5,0.219723282227522,24,2,5,0.147502347542648
"3.53.2",53,2,3,0.029002953768685,25,2,5,0.0292595363522865,25,2,5,0.00199261427502421,25,2,5,0.0406031304561228
"4.53.2",53,2,4,0.0359552808427324,26,2,5,0.0469319654784349,26,2,5,0.136922246054733,26,2,5,0.0754872246766833
"5.53.2",53,2,5,0.0604865617152988,27,2,5,0.0133967359845652,27,2,5,0.0494014289249335,27,2,5,0.0315664777434392
"1.54.2",54,2,1,0.0965697537301029,28,2,5,0.0770459602574736,28,2,5,0.00601664056648001,28,2,5,0.124716132113666
"2.54.2",54,2,2,0.101379000898972,29,2,5,0.0400257194335422,29,2,5,0.0658005719024704,29,2,5,0.00181774398303357
"3.54.2",54,2,3,0.0708154868733017,30,2,5,0.00850945362519545,30,2,5,0.0363133782290411,30,2,5,0.0385238927572377
"4.54.2",54,2,4,0.0938688106232616,31,2,5,0.022731626448436,31,2,5,0.248029200913302,31,2,5,0.104175411816801
"5.54.2",54,2,5,0.122780853247148,32,2,5,0.0200978321035397,32,2,5,0.0123031584562836,32,2,5,0.0164961199108487
"1.55.2",55,2,1,0.048712186793445,33,2,5,0.157676543393553,33,2,5,0.0500972797409662,33,2,5,0.0638481497255267
"2.55.2",55,2,2,0.0483929891256989,34,2,5,0.00466453413602514,34,2,5,0.0352350106953127,34,2,5,0.0105811196254992
"3.55.2",55,2,3,0.0581987859324992,35,2,5,0,35,2,5,0.0370694216179644,35,2,5,0
"4.55.2",55,2,4,0.0125291443634935,36,2,5,0.0165299529859248,36,2,5,0.164865503645549,36,2,5,0.0795449847631738
"5.55.2",55,2,5,0.0157060049717167,37,2,5,0.0409317497198659,37,2,5,0.0187393757795639,37,2,5,0.00956846993486104
"1.56.2",56,2,1,0.0535744429937124,38,2,5,0.0698616808989357,38,2,5,0.00933452579245362,38,2,5,0.100208793433913
"2.56.2",56,2,2,0.177475271803269,39,2,5,0.0503895006278593,39,2,5,0.034338157689753,39,2,5,0.0212163849762881
"3.56.2",56,2,3,0.0125996098368154,40,2,5,0.0386764273834186,40,2,5,0.0410581237727866,40,2,5,0.047877320647343
"4.56.2",56,2,4,0.0217383286002459,41,2,5,0.0692750671962203,41,2,5,0.0667865356871613,41,2,5,0.0685811997372965
"5.56.2",56,2,5,0.0425036369907355,42,2,5,0.010871616067057,42,2,5,0.0348280465097011,42,2,5,0
"1.66.2",66,2,1,0.0138902798131349,44,2,5,0.0241204782862764,44,2,5,0.0432812989096115,44,2,5,0.0267262614209438
"2.66.2",66,2,2,0,45,2,5,0.00782366479225655,45,2,5,0.323194279594736,45,2,5,0.0418706516737853
"3.66.2",66,2,3,0.149300061084878,46,2,5,0.151789889167289,46,2,5,0.00888178792643284,46,2,5,0.308454871737549
"4.66.2",66,2,4,0.0502455279058489,47,2,5,0.0258145034802907,47,2,5,0.112676564464747,47,2,5,0.0357589330072469
"5.66.2",66,2,5,0.0345719434076386,48,2,5,0.0606347639842257,48,2,5,0.075166037868636,48,2,5,0.0601109896745791
"1.72.2",72,2,1,0.0700774099965605,49,2,5,0.008367328594092,49,2,5,0.26654158445928,49,2,5,0.00200959154326581
"2.72.2",72,2,2,0.246663004781047,50,2,5,0.127392045977812,50,2,5,0.0909787334460587,50,2,5,0.0540829210304185
"3.72.2",72,2,3,0.110594054113079,51,2,5,0.0252110548287342,51,2,5,0.0274329225041899,51,2,5,0.103891920511281
"4.72.2",72,2,4,0,53,2,5,0.0794407738926054,53,2,5,0.0314570204302571,53,2,5,0.0172060429266292
"1.78.2",78,2,1,0,54,2,5,0.0752459664509718,54,2,5,0.214027344559199,54,2,5,0.113632563083562
"2.78.2",78,2,2,0.0290224069671213,55,2,5,0.00466843369313345,55,2,5,0.00344463087993051,55,2,5,0.0122613740917862
"3.78.2",78,2,3,0.0167968259959512,56,2,5,0.0425036369907355,56,2,5,0.123572110918786,56,2,5,0.0162832682080116
"4.78.2",78,2,4,0.0249989231826697,66,2,5,0.0258834819938599,66,2,5,0.0312051167821502,66,2,5,0.0222693351911959
"5.78.2",78,2,5,0.0122749462075103,78,2,5,0.110474515867593,78,2,5,0,78,2,5,0.0122749462075103
"1.1",1,3,1,0.102838390488639,1,3,1,0.0740656512267443,1,3,1,0.0635140036899469,1,3,1,0.096776511818148
"2.1",2,3,1,0.0511757000947737,2,3,1,0.0297790997991335,2,3,1,0.0272097473124338,2,3,1,0.0674151417255598
"4.1",4,3,1,0.0823330282002252,4,3,1,0.0575588851504527,4,3,1,0.0574608130247584,4,3,1,0.0717856005063047
"5.1",5,3,1,0.109972794848886,5,3,1,0.0758625790325785,5,3,1,0.0686483671306169,5,3,1,0.125259087847474
"6.1",6,3,1,0.0645908843407986,6,3,1,0.0457213813685468,6,3,1,0.0451115321937095,6,3,1,0.0629825445090166
"8.1",8,3,1,0.05048148577188,8,3,1,0.0361263612262341,8,3,1,0.0370662576576175,8,3,1,0.0471647148687777
"9.1",9,3,1,0.0629302480283912,9,3,1,0.0449002309033535,9,3,1,0.0379540416063307,9,3,1,0.0540195630437004
"10.1",10,3,1,0.0831362686692808,10,3,1,0.0609783668494949,10,3,1,0.0518642198801382,10,3,1,0.0654141277829208
"11.1",11,3,1,0.0234188939332451,11,3,1,0.0104436834354375,11,3,1,0.0257169472575141,11,3,1,0.0316538330228929
"12.1",12,3,1,0.0902775629686107,12,3,1,0.069935908477949,12,3,1,0.0564868433727608,12,3,1,0.0774334084819119
"13.1",13,3,1,0.081219027501432,13,3,1,0.0578632118726084,13,3,1,0.0489858545238283,13,3,1,0.0692593655655926
"15.1",15,3,1,0.0680211861497189,15,3,1,0.0475285038794442,15,3,1,0.0353304443222704,15,3,1,0.0581406710773696
"16.1",16,3,1,0.0664202394277848,16,3,1,0.0480847793292901,16,3,1,0.0476631321788914,16,3,1,0.0635323084602333
"17.1",17,3,1,0.0687524474677345,17,3,1,0.0461494501754506,17,3,1,0.0343180302692806,17,3,1,0.05404982646549
"18.1",18,3,1,0.0793305780124398,18,3,1,0.0602766116278863,18,3,1,0.049776971982436,18,3,1,0.0698164453794711
"19.1",19,3,1,0.0652685757789629,19,3,1,0.0478554618395981,19,3,1,0.0457671615652833,19,3,1,0.0609679487360519
"20.1",20,3,1,0.069897140732196,20,3,1,0.0551320918793838,20,3,1,0.0471377304594291,20,3,1,0.0660559405823823
"21.1",21,3,1,0.11161920212808,21,3,1,0.0834134583469995,21,3,1,0.0622248123596847,21,3,1,0.104624579711603
"22.1",22,3,1,0.0966905823017166,22,3,1,0.0701527418873596,22,3,1,0.0411749150399579,22,3,1,0.0760834861083132
"23.1",23,3,1,0.0788917169414144,23,3,1,0.054021336211629,23,3,1,0.0362221751759212,23,3,1,0.0633209455251068
"24.1",24,3,1,0.0690532512715355,24,3,1,0.0457815438957058,24,3,1,0.0481746466482032,24,3,1,0.0644345933314124
"25.1",25,3,1,0.0695160310412031,25,3,1,0.0531403386845639,25,3,1,0.0410454852216964,25,3,1,0.0597871791531308
"26.1",26,3,1,0.083064599242809,26,3,1,0.058813382615335,26,3,1,0.0518086446347248,26,3,1,0.0787573083945046
"27.1",27,3,1,0.0591623214711032,27,3,1,0.0417355464248834,27,3,1,0.0322908851018395,27,3,1,0.05116165932367
"28.1",28,3,1,0.108183728201917,28,3,1,0.0753856826827025,28,3,1,0.0532528457087906,28,3,1,0.0884548001386109
"29.1",29,3,1,0.0793120759805652,29,3,1,0.0551746944932314,29,3,1,0.055128020119087,29,3,1,0.0714226712667423
"30.1",30,3,1,0.0623205507405593,30,3,1,0.0459796927844284,30,3,1,0.0399246072860629,30,3,1,0.0664034075355793
"31.1",31,3,1,0.0642131381364776,31,3,1,0.0473808483375549,31,3,1,0.0368147085618023,31,3,1,0.0534548969614272
"32.1",32,3,1,0.0818308420129986,32,3,1,0.0629547503267721,32,3,1,0.0453255248740312,32,3,1,0.0648312229739323
"33.1",33,3,1,0.0646514366568252,33,3,1,0.0470683104178238,33,3,1,0.0424047108776383,33,3,1,0.0610762568765847
"34.1",34,3,1,0.0705672765758081,34,3,1,0.0475933731115032,34,3,1,0.0364670482226661,34,3,1,0.0452305064235703
"35.1",35,3,1,0.0778210757286971,35,3,1,0.0615556262687093,35,3,1,0.0532860449762523,35,3,1,0.0571770243635526
"36.1",36,3,1,0.0671095988928637,36,3,1,0.0413531613729213,36,3,1,0.038440221997827,36,3,1,0.0570121601112519
"37.1",37,3,1,0.0781328335118642,37,3,1,0.0503599608022212,37,3,1,0.0489005720950315,37,3,1,0.0834700558796008
"38.1",38,3,1,0.0642209422519576,38,3,1,0.0431762470474486,38,3,1,0.0366582452728046,38,3,1,0.0583609905400156
"39.1",39,3,1,0.0784963410112026,39,3,1,0.0597945551629282,39,3,1,0.0440758050583558,39,3,1,0.0788879045490088
"40.1",40,3,1,0.0834468284286217,40,3,1,0.0606730378798979,40,3,1,0.0703713373865218,40,3,1,0.0913437921191152
"41.1",41,3,1,0.0698240156984965,41,3,1,0.0539750851170548,41,3,1,0.0589667798025864,41,3,1,0.067284516697098
"42.1",42,3,1,0.0739615858700149,42,3,1,0.0503174340924109,42,3,1,0.0572514455370901,42,3,1,0.0572945764446222
"44.1",44,3,1,0.0646973734305296,44,3,1,0.0528308048488716,44,3,1,0.0301608993684911,44,3,1,0.0517232802894497
"45.1",45,3,1,0.0806951837686534,45,3,1,0.0592884296346824,45,3,1,0.052252271309333,45,3,1,0.0938540043319548
"46.1",46,3,1,0.0774906491340988,46,3,1,0.048487553295645,46,3,1,0.0322828892805598,46,3,1,0.0710588214786366
"47.1",47,3,1,0.0944243796481555,47,3,1,0.0705469280615134,47,3,1,0.0654883990125737,47,3,1,0.0814520958165268
"48.1",48,3,1,0.0776230794069938,48,3,1,0.0491132200933667,48,3,1,0.0436044616828948,48,3,1,0.0633222113976507
"49.1",49,3,1,0.0416587911622037,49,3,1,0.0317679089495496,49,3,1,0.0330198834590454,49,3,1,0.0336374346822428
"50.1",50,3,1,0.0602723335681088,50,3,1,0.0462277806299813,50,3,1,0.0389180668979276,50,3,1,0.0575051789274216
"51.1",51,3,1,0.0671283272540149,51,3,1,0.0508666617301433,51,3,1,0.0471248608733669,51,3,1,0.0667244699339408
"53.1",53,3,1,0.0648630660115442,53,3,1,0.045235368075869,53,3,1,0.0551530407771739,53,3,1,0.0649989996929457
"54.1",54,3,1,0.119049088061498,54,3,1,0.0778188417447131,54,3,1,0.0689749686123658,54,3,1,0.114784571725107
"55.1",55,3,1,0.0716238203897261,55,3,1,0.0481046020202128,55,3,1,0.0405755413108232,55,3,1,0.068595940987907
"56.1",56,3,1,0.0630698221984903,56,3,1,0.0529494260702738,56,3,1,0.0400885256785026,56,3,1,0.051319731976786
"66.1",66,3,1,0.0586784865544705,66,3,1,0.00764082992069299,66,3,1,0.00749090235619074,66,3,1,0.0510376566337775
"72.1",72,3,1,0.173128285279658,72,3,1,0.071869884025084,72,3,1,0,72,3,1,0.122620014598274
"78.1",78,3,1,0.100867782535161,78,3,1,0.0991904762976658,78,3,1,0.0029195939099872,78,3,1,0.0766114846869723
"1.2",1,3,2,0.0639057681527512,1,3,2,0.0429001571145414,1,3,2,0.0515004893630637,1,3,2,0.0490062814659352
"2.2",2,3,2,0.0331648606012168,2,3,2,0.0331648606012168,2,3,2,0.0115490666913924,2,3,2,0
"4.2",4,3,2,0.0489197501067019,4,3,2,0.0509998642677591,4,3,2,0.0510891575406802,4,3,2,0.0808305971370616
"5.2",5,3,2,0.0686075524140885,5,3,2,0.0474511351761126,5,3,2,0.046753634104334,5,3,2,0.0580509193023704
"6.2",6,3,2,0.0454572674582131,6,3,2,0.0281241484638401,6,3,2,0.0428871347354752,6,3,2,0.0482347411537746
"8.2",8,3,2,0.0269596311634167,8,3,2,0.024007994885944,8,3,2,0.0241612887402139,8,3,2,0.0180909001372041
"9.2",9,3,2,0.0421550337993349,9,3,2,0.044209327408735,9,3,2,0.0732495734098617,9,3,2,0.0596075225466749
"10.2",10,3,2,0.0435410235845988,10,3,2,0.0347738487418545,10,3,2,0.0395138933259749,10,3,2,0.0310459398768637
"11.2",11,3,2,0.065777603687469,11,3,2,0.0539771467614978,11,3,2,0.0552008603824834,11,3,2,0.066367942415168
"12.2",12,3,2,0.0627913689030944,12,3,2,0.0517522091244486,12,3,2,0.0457588742304356,12,3,2,0.0436732964577341
"13.2",13,3,2,0.0561410686940754,13,3,2,0.0471132463899866,13,3,2,0.0638275004911282,13,3,2,0.045957027573736
"15.2",15,3,2,0.0737330272938251,15,3,2,0.0549876149532531,15,3,2,0.0549876149532531,15,3,2,0.0717414671721154
"16.2",16,3,2,0.0595829180391979,16,3,2,0.0595829180391979,16,3,2,0.0595829180391979,16,3,2,0.0595829180391979
"17.2",17,3,2,0.0566495250824638,17,3,2,0.0826370116485196,17,3,2,0.0489195053268177,17,3,2,0.0310646721124657
"18.2",18,3,2,0.0691165421077022,18,3,2,0.0951909423887382,18,3,2,0.0513564202098395,18,3,2,0.0417834813206337
"19.2",19,3,2,0.0680248743927813,19,3,2,0.0677313837345397,19,3,2,0.0148165040786887,19,3,2,0.000293490658241573
"20.2",20,3,2,0.0541795055211285,20,3,2,0.0381338574315691,20,3,2,0.0652019147621837,20,3,2,0.0355115049937815
"21.2",21,3,2,0.0719298585787786,21,3,2,0.0494025627758578,21,3,2,0.0530464999445483,21,3,2,0.0492708670203019
"22.2",22,3,2,0.0597800859455006,22,3,2,0.0422956725125538,22,3,2,0.0476451175778229,22,3,2,0.0683223996148937
"23.2",23,3,2,0.0510558547607664,23,3,2,0.0510558547607664,23,3,2,0.0739584988260212,23,3,2,0.00821761098066902
"24.2",24,3,2,0.0521299589747324,24,3,2,0.0418880180153519,24,3,2,0.0478337860838086,24,3,2,0.0330614924515202
"25.2",25,3,2,0.0511498573059905,25,3,2,0.0419728363341657,25,3,2,0.0406168093096434,25,3,2,0.0271663095498025
"26.2",26,3,2,0.0584313647605157,26,3,2,0.0406986279988717,26,3,2,0.0565224781963884,26,3,2,0.0664304647478565
"27.2",27,3,2,0.0268999528071159,27,3,2,0.0187973105956796,27,3,2,0.0352631594683368,27,3,2,0.0168444800784883
"28.2",28,3,2,0.065363173892726,28,3,2,0.0450255698113983,28,3,2,0.0706748323639817,28,3,2,0.0582701480503484
"29.2",29,3,2,0.0725247931475875,29,3,2,0.0531848705660847,29,3,2,0.0554350156089682,29,3,2,0.0453093704040235
"30.2",30,3,2,0.00228764886094777,30,3,2,0,30,3,2,0.0708928141639284,30,3,2,0.00228764886094777
"31.2",31,3,2,0.040879011973928,31,3,2,0.0223016723405171,31,3,2,0.206451090629018,31,3,2,0.04670181957594
"32.2",32,3,2,0.0930159543601478,32,3,2,0.111691223097822,32,3,2,0.0517289049940773,32,3,2,0.0544824213187128
"33.2",33,3,2,0.00602970026121427,33,3,2,0.00602970026121427,33,3,2,0.0241857459027076,33,3,2,0
"34.2",34,3,2,0.058792010416178,34,3,2,0.044794481195612,34,3,2,0.0424329593183809,34,3,2,0.0516091095768771
"35.2",35,3,2,0.0154492520163058,35,3,2,0.00876067830054449,35,3,2,0.0185115826910767,35,3,2,0.0855346784206618
"36.2",36,3,2,0.0529982889842706,36,3,2,0.0560694140415333,36,3,2,0.0444147057294079,36,3,2,0.034798151535351
"37.2",37,3,2,0.0715881634634518,37,3,2,0.0560750347467222,37,3,2,0.0647285006345954,37,3,2,0.0582442459947391
"38.2",38,3,2,0.0404712863046112,38,3,2,0.0404712863046112,38,3,2,0.0699295088892248,38,3,2,0.0404712863046112
"39.2",39,3,2,0.0609850634309813,39,3,2,0.0416932940378397,39,3,2,0.0499269529370554,39,3,2,0.0559362243216285
"40.2",40,3,2,0.0625923317297968,40,3,2,0.0731292218805609,40,3,2,0.0518261829043243,40,3,2,0.0198226951197077
"41.2",41,3,2,0.0210023971837113,41,3,2,0,41,3,2,0.0415213005867687,41,3,2,0.0210023971837113
"42.2",42,3,2,0.0800969124284754,42,3,2,0.0519313168362722,42,3,2,0.0478057499408187,42,3,2,0.0570664052317489
"44.2",44,3,2,0.035386647405197,44,3,2,0.0281429970893988,44,3,2,0.0150673482738395,44,3,2,0.0156045417259835
"45.2",45,3,2,0.0572812254088032,45,3,2,0.0466586434477442,45,3,2,0.0533201234946724,45,3,2,0.0595119404957852
"46.2",46,3,2,0.0116124363163371,46,3,2,0.0116124363163371,46,3,2,0.00695989478574448,46,3,2,0.0116124363163371
"47.2",47,3,2,0.0448650787725883,47,3,2,0.0318671681578243,47,3,2,0.0359355348319749,47,3,2,0.0396646866158659
"48.2",48,3,2,0.0542845266726878,48,3,2,0.0284494488635486,48,3,2,0.0240003207929381,48,3,2,0.0678359419342759
"49.2",49,3,2,0.0182062314549266,49,3,2,0.0182062314549266,49,3,2,0.0323008757203599,49,3,2,0.0363760958845481
"50.2",50,3,2,0.00806502716209818,50,3,2,0.00806502716209818,50,3,2,0.00806502716209818,50,3,2,0
"51.2",51,3,2,0.0721939763056357,51,3,2,0.0611433479693697,51,3,2,0.0492485358000832,51,3,2,0.0535014856160224
"53.2",53,3,2,0.0602303771459373,53,3,2,0.0440597780878864,53,3,2,0.0450152970568603,53,3,2,0.0433111526404213
"54.2",54,3,2,0.084010890841271,54,3,2,0.0944437397276782,54,3,2,0.103097374710808,54,3,2,0.0710759561630285
