"","fips","sex","x.race.g1","x.michd","fips","sex","x.race.g1","cvdinfr4","fips","sex","x.race.g1","cvdstrk3","fips","sex","x.race.g1","cvdcrhd4"
"2.47.1",47,1,2,0.0431373982838747,55,1,4,0.0435895215020008,55,1,4,0,55,1,4,0.0293778773957688
"3.47.1",47,1,3,0.0208096851556201,56,1,4,0.0576910521507815,56,1,4,0.0116433925682828,56,1,4,0.00646612408594857
"4.47.1",47,1,4,0.123678435789181,66,1,4,0.0509530528803773,66,1,4,0.0123075004382214,66,1,4,0.052764874071245
"5.47.1",47,1,5,0.0672978941838858,72,1,4,0,72,1,4,0,72,1,4,0
"1.48.1",48,1,1,0.0913652480792848,78,1,4,0.171303346100145,78,1,4,0.0254264095360098,78,1,4,0.103099614606336
"2.48.1",48,1,2,0.0640425152586905,1,1,5,0.0646530148886547,1,1,5,0.0854456313068577,1,1,5,0.112782837452323
"3.48.1",48,1,3,0.0421242893399955,2,1,5,0.0257033993266165,2,1,5,0.00884824832226543,2,1,5,0.00458470187655431
"4.48.1",48,1,4,0.0377508694117669,4,1,5,0.184121002768716,4,1,5,0.0698160710003062,4,1,5,0.053982385238071
"5.48.1",48,1,5,0.287572836178067,5,1,5,0.234562927634603,5,1,5,0.0981467309858916,5,1,5,0.261330116981863
"1.49.1",49,1,1,0.0573178558534798,6,1,5,0.00542455107698222,6,1,5,0.0267839419856771,6,1,5,0.0346170324080419
"2.49.1",49,1,2,0.0179633839098986,8,1,5,0.057270995521102,8,1,5,0.0264382105311298,8,1,5,0.0197316243303683
"3.49.1",49,1,3,0.020085296073572,9,1,5,0.0176983038824489,9,1,5,0.158158695544409,9,1,5,0.0501199009011629
"4.49.1",49,1,4,0.0317787170934711,10,1,5,0.046113401508755,10,1,5,0.0725688262744656,10,1,5,0.0725688262744656
"5.49.1",49,1,5,0.107681713812273,11,1,5,0,11,1,5,0,11,1,5,0
"1.50.1",50,1,1,0.0771393381216824,12,1,5,0.0614420306564439,12,1,5,0.069607078807346,12,1,5,0.0378913211260863
"2.50.1",50,1,2,0,13,1,5,0.166198583880144,13,1,5,0.0208878107684687,13,1,5,0.231962254831463
"3.50.1",50,1,3,0,15,1,5,0.049697694072638,15,1,5,0.0313852590239176,15,1,5,0.0475714568656045
"4.50.1",50,1,4,0.145152541076623,16,1,5,0.0327041280137151,16,1,5,0.023062589716606,16,1,5,0.0128748170554094
"5.50.1",50,1,5,0.0872488679060039,17,1,5,0.0369410844630698,17,1,5,0.0416591000696896,17,1,5,0.0180789746711779
"1.51.1",51,1,1,0.0795427920281695,18,1,5,0.0348034461393817,18,1,5,0.0251151290613075,18,1,5,0.0287243687337018
"2.51.1",51,1,2,0.0760265630385464,19,1,5,0.159840852560945,19,1,5,0.194297488903135,19,1,5,0.0775685590817353
"3.51.1",51,1,3,0.053471421769371,20,1,5,0.0577105927981209,20,1,5,0.038995063678721,20,1,5,0.1374259151979
"4.51.1",51,1,4,0.017180938973938,21,1,5,0.2796255246514,21,1,5,0.0876778478415414,21,1,5,0.515011812231735
"5.51.1",51,1,5,0.0882612781385443,22,1,5,0.120449655958946,22,1,5,0.0277268296268512,22,1,5,0.386600625151409
"1.53.1",53,1,1,0.0821925830217171,23,1,5,0.0671821098821801,23,1,5,0.0490821630167296,23,1,5,0.0577164917525024
"2.53.1",53,1,2,0.074768287952676,24,1,5,0.0350994565637393,24,1,5,0.0455522402023508,24,1,5,0.0547376456522995
"3.53.1",53,1,3,0.0268063061162958,25,1,5,0.125903481058769,25,1,5,0.0669899779314257,25,1,5,0.0651765785497025
"4.53.1",53,1,4,0.0449623581377169,26,1,5,0.0556438201232784,26,1,5,0.0554507897769518,26,1,5,0.102940630081049
"5.53.1",53,1,5,0.0513980913757454,27,1,5,0,27,1,5,0,27,1,5,0
"1.54.1",54,1,1,0.142672666762147,28,1,5,0.0475849626516686,28,1,5,0.547778931001314,28,1,5,0.105959928117817
"2.54.1",54,1,2,0.0653259762143017,29,1,5,0.0311025509415147,29,1,5,0.0979662870825644,29,1,5,0.0553967225153735
"3.54.1",54,1,3,0.0383733884303645,30,1,5,0.0863231812687689,30,1,5,0.0537138727846182,30,1,5,0.0284570896788304
"4.54.1",54,1,4,0.241610761544148,31,1,5,0.0621745467837895,31,1,5,0.190790648808009,31,1,5,0.0474665893963039
"5.54.1",54,1,5,0.268204839853296,32,1,5,0.0821380500460968,32,1,5,0.0147563151927021,32,1,5,0.154776032737806
"1.55.1",55,1,1,0.0954288586438524,33,1,5,0,33,1,5,0,33,1,5,0.0396006408010911
"2.55.1",55,1,2,0.0302983065954501,34,1,5,0,34,1,5,0.00705274124533148,34,1,5,0.00701986576509779
"3.55.1",55,1,3,0.0233188600397546,35,1,5,0.0359961987492289,35,1,5,0.0359961987492289,35,1,5,0.239042734210197
"4.55.1",55,1,4,0.0618095636863501,36,1,5,0.078131533163263,36,1,5,0.0786405496344321,36,1,5,0.050306338561158
"5.55.1",55,1,5,0.108225279793436,37,1,5,0.049917809853974,37,1,5,0,37,1,5,0.00319284085852033
"1.56.1",56,1,1,0.0721598382415317,38,1,5,0.0138361876968715,38,1,5,0.0275378445131023,38,1,5,0.0212442982383272
"2.56.1",56,1,2,0.215534518235358,39,1,5,0.0249945143481085,39,1,5,0.0457696228692238,39,1,5,0.0545973913584969
"3.56.1",56,1,3,0.0789073836381015,40,1,5,0.10508255698602,40,1,5,0.0258117517665146,40,1,5,0.0929356014219165
"4.56.1",56,1,4,0.06415717623673,41,1,5,0.0418684846333227,41,1,5,0.0688915076999851,41,1,5,0.0386051997022358
"5.56.1",56,1,5,0.0550413974262879,42,1,5,0.0637259115892873,42,1,5,0.0105454639464508,42,1,5,0.0472770639535001
"1.66.1",66,1,1,0.0851022364554985,44,1,5,0.0174794706748083,44,1,5,0.171666497847087,44,1,5,0.0318307324486203
"2.66.1",66,1,2,0,45,1,5,0.0807283073027859,45,1,5,0.0243775964234951,45,1,5,0.0519157247260703
"3.66.1",66,1,3,0.0853884855381287,46,1,5,0.00294735037299039,46,1,5,0.000846448068376519,46,1,5,0.0136919804150685
"4.66.1",66,1,4,0.0589240210391391,47,1,5,0.0659678226851765,47,1,5,0.12121854761429,47,1,5,0.0973453113142996
"5.66.1",66,1,5,0.075921413264422,48,1,5,0.249670726859325,48,1,5,0.0416918000300514,48,1,5,0.0628005431953982
"1.72.1",72,1,1,0.305876837854683,49,1,5,0.107681713812273,49,1,5,0.0201165040846176,49,1,5,0.0102818412800373
"2.72.1",72,1,2,0,50,1,5,0.0411419481911356,50,1,5,0.0620464720800037,50,1,5,0.0596556003531111
"3.72.1",72,1,3,0.109940331846198,51,1,5,0.0802230573214724,51,1,5,0.0878534590505038,51,1,5,0.0882612781385443
"4.72.1",72,1,4,0,53,1,5,0.030023791774278,53,1,5,0.0278329536378027,53,1,5,0.0401810885294223
"5.72.1",72,1,5,0,54,1,5,0.256102156082947,54,1,5,0.898971912073122,54,1,5,0.332712462822153
"1.78.1",78,1,1,0.167915815091187,55,1,5,0.0746866971435888,55,1,5,0.00794371449181434,55,1,5,0.0414822971416612
"2.78.1",78,1,2,0.0421269945650171,56,1,5,0.0219655240639642,56,1,5,0.0199412773054958,56,1,5,0.0455096276039783
"3.78.1",78,1,3,0.00352154625958913,66,1,5,0.00939194512686754,66,1,5,0.0332881055292807,66,1,5,0.0720156598259001
"4.78.1",78,1,4,0.171303346100145,72,1,5,0,72,1,5,0,72,1,5,0
"5.78.1",78,1,5,0,78,1,5,0,78,1,5,0,78,1,5,0
"1.1.2",1,2,1,0.0767961387958994,1,2,1,0.0531537419573735,1,2,1,0.0669599564051431,1,2,1,0.0691612502861936
"2.1.2",1,2,2,0.0564412952397528,2,2,1,0.0219351190287646,2,2,1,0.0337116256757329,2,2,1,0.0342185139486271
"3.1.2",1,2,3,0.0836349117200369,4,2,1,0.0421868501492133,4,2,1,0.0537967046689764,4,2,1,0.0564315796732155
"4.1.2",1,2,4,0.0820005220318327,5,2,1,0.0610303818113946,5,2,1,0.0754455485473767,5,2,1,0.11535938491199
"5.1.2",1,2,5,0.088894207868712,6,2,1,0.0335365150284003,6,2,1,0.0484223933598461,6,2,1,0.0579297307357469
"1.2.2",2,2,1,0.0401398269096405,8,2,1,0.0233645834857003,8,2,1,0.0424256674457195,8,2,1,0.0333246118082779
"2.2.2",2,2,2,0.0496238189202831,9,2,1,0.030792814531578,9,2,1,0.0347159989668655,9,2,1,0.0374463300530288
"3.2.2",2,2,3,0.0402816755807155,10,2,1,0.0463569456350837,10,2,1,0.0585076541072098,10,2,1,0.0424812239621714
"4.2.2",2,2,4,0.0234994428514248,11,2,1,0.00617455042720094,11,2,1,0.0151648719912622,11,2,1,0.0156243219081169
"5.2.2",2,2,5,0.0336587086118612,12,2,1,0.0418342844721601,12,2,1,0.0462751462164978,12,2,1,0.0568564187253085
"1.4.2",4,2,1,0.062673879882022,13,2,1,0.043404508743839,13,2,1,0.0433512018588502,13,2,1,0.0436637087341095
"2.4.2",4,2,2,0.0431496298387553,15,2,1,0.0356879812847657,15,2,1,0.0325264382377703,15,2,1,0.0500282512117499
"3.4.2",4,2,3,0.0354396289208747,16,2,1,0.0425472268522022,16,2,1,0.0360116579245465,16,2,1,0.0617291750497739
"4.4.2",4,2,4,0.0205882462749884,17,2,1,0.0310257029363889,17,2,1,0.0318285830334155,17,2,1,0.0402436246008801
"5.4.2",4,2,5,0.0226201987276069,18,2,1,0.0463359293157444,18,2,1,0.0520903552274779,18,2,1,0.0618707026230814
"1.5.2",5,2,1,0.0973029733544115,19,2,1,0.0301580891178372,19,2,1,0.0485092024759085,19,2,1,0.0417145930664705
"2.5.2",5,2,2,0.0774319640796775,20,2,1,0.0360498644151926,20,2,1,0.0418039019997534,20,2,1,0.0499195199891659
"3.5.2",5,2,3,0.0680107935094327,21,2,1,0.0645887461618289,21,2,1,0.0614066707821552,21,2,1,0.0920872882695242
"4.5.2",5,2,4,0.0876725835615774,22,2,1,0.0431367022586909,22,2,1,0.0383819252242471,22,2,1,0.0641365329964721
"5.5.2",5,2,5,0.212075084606961,23,2,1,0.0287186361958644,23,2,1,0.0320168613451403,23,2,1,0.0422063155666306
"1.6.2",6,2,1,0.0551248412000428,24,2,1,0.0319693978789325,24,2,1,0.0430787965682753,24,2,1,0.0493208464316978
"2.6.2",6,2,2,0.0356360061986374,25,2,1,0.0396583389555579,25,2,1,0.043580578961584,25,2,1,0.0458781878466999
"3.6.2",6,2,3,0.0360146823499868,26,2,1,0.0403726120651886,26,2,1,0.0488175122797399,26,2,1,0.0607009842981561
"4.6.2",6,2,4,0.00883383423739491,27,2,1,0.0249460249113351,27,2,1,0.0294303011094925,27,2,1,0.040563005716931
"5.6.2",6,2,5,0.0668034561040937,28,2,1,0.0586124958960287,28,2,1,0.0621642413726493,28,2,1,0.0829810321431884
"1.8.2",8,2,1,0.0357419466134005,29,2,1,0.0349634232728997,29,2,1,0.0478512847535367,29,2,1,0.0534934396667738
"2.8.2",8,2,2,0.0254711822134943,30,2,1,0.0310264808063257,30,2,1,0.0456685382919408,30,2,1,0.041500371447676
"3.8.2",8,2,3,0.0368386030905835,31,2,1,0.0351825964265168,31,2,1,0.0383178085531319,31,2,1,0.0438379835988143
"4.8.2",8,2,4,0.0410419421023836,32,2,1,0.0520938083336756,32,2,1,0.0389363801164313,32,2,1,0.0502734186738155
"5.8.2",8,2,5,0.0486235197052641,33,2,1,0.0274698508349228,33,2,1,0.039949569460427,33,2,1,0.0351538833886401
"1.9.2",9,2,1,0.045785228975104,34,2,1,0.0334721990868053,34,2,1,0.0435710805905044,34,2,1,0.0278001737333008
"2.9.2",9,2,2,0.0415220227364538,35,2,1,0.0481919783742008,35,2,1,0.0709244915613853,35,2,1,0.0519919396109239
"3.9.2",9,2,3,0.0309062899090047,36,2,1,0.0284422794734154,36,2,1,0.034207746572868,36,2,1,0.0489200807307121
"4.9.2",9,2,4,0.020064230315798,37,2,1,0.027623587924493,37,2,1,0.051192684967966,37,2,1,0.0832452947589503
"5.9.2",9,2,5,0.0205939868100567,38,2,1,0.0320143108658088,38,2,1,0.0335405828329906,38,2,1,0.0405330102030145
"1.10.2",10,2,1,0.0651972682093062,39,2,1,0.0395802276972909,39,2,1,0.0383933316355852,39,2,1,0.0543348290628685
"2.10.2",10,2,2,0.0468779094597503,40,2,1,0.0438988576802522,40,2,1,0.0628744778783959,40,2,1,0.0667980891494618
"3.10.2",10,2,3,0.0298910413538399,41,2,1,0.040049910713994,41,2,1,0.0510425301952226,41,2,1,0.0602711111985113
"4.10.2",10,2,4,0.0250385043460538,42,2,1,0.0343569938856389,42,2,1,0.0598834671741146,42,2,1,0.0429923247720407
"5.10.2",10,2,5,0.138174768706101,44,2,1,0.0271627916842137,44,2,1,0.0199285911806665,44,2,1,0.0331726340723457
"1.11.2",11,2,1,0.0141392291330264,45,2,1,0.0444429107145015,45,2,1,0.0443534541333634,45,2,1,0.0669105326965816
"2.11.2",11,2,2,0.0633473736086934,46,2,1,0.0265564906375776,46,2,1,0.0427978199830244,46,2,1,0.0486085586514727
"3.11.2",11,2,3,0.0156976095222007,47,2,1,0.0562287696884536,47,2,1,0.0687207373091347,47,2,1,0.0636866331366647
"4.11.2",11,2,4,0.0324535455805862,48,2,1,0.0391784049439025,48,2,1,0.0308585186056799,48,2,1,0.058421937217408
"5.11.2",11,2,5,0.0918789828754621,49,2,1,0.0155374243709069,49,2,1,0.0332688839019414,49,2,1,0.0205297607148214
"1.12.2",12,2,1,0.0633266110189949,50,2,1,0.0317522335601868,50,2,1,0.0350577566681483,50,2,1,0.0448559812078961
"2.12.2",12,2,2,0.0543263776961079,51,2,1,0.038960857385437,51,2,1,0.0539965061533709,51,2,1,0.0491603087848224
"3.12.2",12,2,3,0.0424573662601593,53,2,1,0.0336572937915737,53,2,1,0.0509444293632125,53,2,1,0.0491693544216679
"4.12.2",12,2,4,0.0276623678124268,54,2,1,0.0608444866863059,54,2,1,0.0701607647685439,54,2,1,0.0967382170920943
"5.12.2",12,2,5,0.0865172154070616,55,2,1,0.0381011507084401,55,2,1,0.0379495114299576,55,2,1,0.0443148442529069
"1.13.2",13,2,1,0.0666207854621623,56,2,1,0.049189920388493,56,2,1,0.0509235050158047,56,2,1,0.0387051632258837
"2.13.2",13,2,2,0.0552504711445733,66,2,1,0.0138902798131349,66,2,1,0.0142332020371949,66,2,1,0
"3.13.2",13,2,3,0.0620779879181993,72,2,1,0.0411894035382497,72,2,1,0,72,2,1,0.0288880064583109
"4.13.2",13,2,4,0.00378234889294415,78,2,1,0,78,2,1,0.00367563118559692,78,2,1,0
"5.13.2",13,2,5,0.0369892090014285,1,2,2,0.0348898126269721,1,2,2,0.0510792043175064,1,2,2,0.0447894115473469
"1.15.2",15,2,1,0.0464408561299091,2,2,2,0.0496238189202831,2,2,2,0.00309739439441484,2,2,2,0
"2.15.2",15,2,2,0.123271083157294,4,2,2,0.0558800167299136,4,2,2,0.0509209420948889,4,2,2,0.119372397044277
"3.15.2",15,2,3,0.0233793923416172,5,2,2,0.0647735701462215,5,2,2,0.040089432648947,5,2,2,0.0609296251638745
"4.15.2",15,2,4,0.0461451239870511,6,2,2,0.0139102509496333,6,2,2,0.0572847200566082,6,2,2,0.0329949971877127
"5.15.2",15,2,5,0.0352684262414134,8,2,2,0.0205664323707743,8,2,2,0.0217737913989213,8,2,2,0.0131233019202464
"1.16.2",16,2,1,0.0567854241684575,9,2,2,0.0524160547687105,9,2,2,0.113538449397713,9,2,2,0.030694963549172
"2.16.2",16,2,2,0,10,2,2,0.0307096871979514,10,2,2,0.0522588312902364,10,2,2,0.0438580870923015
"3.16.2",16,2,3,0.0223521557513988,11,2,2,0.0482460190657558,11,2,2,0.0428645050835842,11,2,2,0.0749301308615959
"4.16.2",16,2,4,0.0378199626462358,12,2,2,0.0431686693368303,12,2,2,0.043439762909938,12,2,2,0.0482767021124929
"5.16.2",16,2,5,0.0294835025938811,13,2,2,0.0490406913623088,13,2,2,0.0749813736250347,13,2,2,0.0391856506433483
"1.17.2",17,2,1,0.0538161100651845,15,2,2,0.123271083157294,15,2,2,0.123271083157294,15,2,2,0.118806409183259
"2.17.2",17,2,2,0.063848629569735,16,2,2,0,16,2,2,0,16,2,2,0
"3.17.2",17,2,3,0.0164345533773056,17,2,2,0.0440183586039556,17,2,2,0.055850759578613,17,2,2,0.0288828558366057
"4.17.2",17,2,4,0.0445313699059288,18,2,2,0.0566903726926688,18,2,2,0.0437325006149624,18,2,2,0.0435216320420485
"5.17.2",17,2,5,0.0422748550045582,19,2,2,0.0812521458957688,19,2,2,0,19,2,2,0.000621515553954145
"1.18.2",18,2,1,0.0635500792071945,20,2,2,0.0251345385451912,20,2,2,0.0380868212899544,20,2,2,0.0344728196707195
"2.18.2",18,2,2,0.0595243332956987,21,2,2,0.0369457893582478,21,2,2,0.0476868004300973,21,2,2,0.0418134878318297
"3.18.2",18,2,3,0.0197562846441184,22,2,2,0.0428605945248322,22,2,2,0.0484146906493609,22,2,2,0.0592676959149615
"4.18.2",18,2,4,0.0498105886086808,23,2,2,0.158175545805938,23,2,2,0.229129959210541,23,2,2,0.0254588843567268
"5.18.2",18,2,5,0.103576814381748,24,2,2,0.027218955477895,24,2,2,0.0414551780905911,24,2,2,0.0301489587653772
"1.19.2",19,2,1,0.0465567900925794,25,2,2,0.0593082582048452,25,2,2,0.0175318137684343,25,2,2,0.0285034920193408
"2.19.2",19,2,2,0.0818736614497229,26,2,2,0.0250171435397707,26,2,2,0.0611692433866035,26,2,2,0.0385084849842566
"3.19.2",19,2,3,0.0134546587721059,27,2,2,0.0153500332042333,27,2,2,0.0316151725748595,27,2,2,0.02380921837676
"4.19.2",19,2,4,0.053484827148522,28,2,2,0.0377680371124955,28,2,2,0.0582207309485103,28,2,2,0.0540526467852792
"5.19.2",19,2,5,0.0834166979349074,29,2,2,0.0475017208102145,29,2,2,0.0519077467415546,29,2,2,0.0517203269487243
"1.20.2",20,2,1,0.0509218173244599,30,2,2,0,30,2,2,0.0170095561899056,30,2,2,0
"2.20.2",20,2,2,0.0387250230590348,31,2,2,0.0400648247738124,31,2,2,0.25382906595507,31,2,2,0.0742281120954502
"3.20.2",20,2,3,0.00980075677565048,32,2,2,0.0393174161924571,32,2,2,0.0342982418189039,32,2,2,0.0224056724063985
"4.20.2",20,2,4,0.0474779894565403,33,2,2,0,33,2,2,0.0711339024948816,33,2,2,0
"5.20.2",20,2,5,0.0545940170237395,34,2,2,0.0345918801969085,34,2,2,0.0462954846922844,34,2,2,0.0506700800567732
"1.21.2",21,2,1,0.0937654124927092,35,2,2,0.0170796471471956,35,2,2,0.0208560177188573,35,2,2,0.166756736882229
"2.21.2",21,2,2,0.058760403627052,36,2,2,0.0652881161095454,36,2,2,0.0336928172025648,36,2,2,0.0398642758984096
"3.21.2",21,2,3,0.10815785429906,37,2,2,0.0429883660467772,37,2,2,0.0677726195829396,37,2,2,0.0714702643095603
"4.21.2",21,2,4,0.0202070479109083,38,2,2,0,38,2,2,0,38,2,2,0
"5.21.2",21,2,5,0.206321617598763,39,2,2,0.0303060032406235,39,2,2,0.0569285781162134,39,2,2,0.0628060394665603
"1.22.2",22,2,1,0.0780346819194557,40,2,2,0.0533587473595698,40,2,2,0.0673294499969406,40,2,2,0.0236503221936373
"2.22.2",22,2,2,0.0534024115923044,41,2,2,0,41,2,2,0.128899741596782,41,2,2,0.065200355760437
"3.22.2",22,2,3,0.0318339264327451,42,2,2,0.0400329835280135,42,2,2,0.0587061875799012,42,2,2,0.0614822280912424
"4.22.2",22,2,4,0.0499505541507207,44,2,2,0.0238117077432487,44,2,2,0.0164201236521365,44,2,2,0.0126919905481388
"5.22.2",22,2,5,0.0835427168907818,45,2,2,0.0461725654985345,45,2,2,0.0488833447111298,45,2,2,0.0552696732378057
"1.23.2",23,2,1,0.0526935499943314,46,2,2,0.00536668364563252,46,2,2,0.00536668364563252,46,2,2,0.00536668364563252
"2.23.2",23,2,2,0.158175545805938,47,2,2,0.0337870045889589,47,2,2,0.0363000543779877,47,2,2,0.0316107860575795
"3.23.2",23,2,3,0.0578031243190229,48,2,2,0.0172069565123657,48,2,2,0.0150816254114979,48,2,2,0.0340812691220071
"4.23.2",23,2,4,0.0542439891562551,49,2,2,0.0188092473323913,49,2,2,0.0126117585056378,49,2,2,0
"5.23.2",23,2,5,0.0800691900183154,50,2,2,0.027361729903537,50,2,2,0.027361729903537,50,2,2,0
"1.24.2",24,2,1,0.0525356438497986,51,2,2,0.0642926908371553,51,2,2,0.0559142230662116,51,2,2,0.0591391149092843
"2.24.2",24,2,2,0.0408544623210603,53,2,2,0.0278439068247157,53,2,2,0.0320879240636391,53,2,2,0.0722025173779035
"3.24.2",24,2,3,0.0338062550552607,54,2,2,0.0655364744508434,54,2,2,0.0999832075991304,54,2,2,0.0951137075702329
"4.24.2",24,2,4,0.0247046535947561,55,2,2,0.0306245700885287,55,2,2,0.0223391284041561,55,2,2,0.0367743721876533
"5.24.2",24,2,5,0.0678414635164847,56,2,2,0.156701265561709,56,2,2,0,56,2,2,0.0207740062415603
"1.25.2",25,2,1,0.0497545578847639,66,2,2,0,66,2,2,0,66,2,2,0
"2.25.2",25,2,2,0.0609215601033455,72,2,2,0.246663004781047,72,2,2,0,72,2,2,0
"3.25.2",25,2,3,0.0715926137314598,78,2,2,0.0147870869111289,78,2,2,0.00977781926118336,78,2,2,0.0156165488364638
"4.25.2",25,2,4,0.0307831114075071,1,2,3,0.041194530462378,1,2,3,0.0769818081754183,1,2,3,0.0424403812576588
"5.25.2",25,2,5,0.0536840998558834,2,2,3,0.00683211972667166,2,2,3,0,2,2,3,0.0402816755807155
"1.26.2",26,2,1,0.0613592254553951,4,2,3,0.0276304916086583,4,2,3,0.103641184402347,4,2,3,0.0367186140878827
"2.26.2",26,2,2,0.0466611609838902,5,2,3,0.0671056028198794,5,2,3,0.0575514624788399,5,2,3,0.0555711808714709
"3.26.2",26,2,3,0.0290408820788392,6,2,3,0.0187710414536127,6,2,3,0.0448404231134959,6,2,3,0.0265901998511314
"4.26.2",26,2,4,0.0201835299721852,8,2,3,0.0245415919203489,8,2,3,0.045200498145523,8,2,3,0.0315695958913772
"5.26.2",26,2,5,0.0757847341162069,9,2,3,0.0240282817903666,9,2,3,0.0907169069988353,9,2,3,0.0172397346346751
"1.27.2",27,2,1,0.0412460703065163,10,2,3,0.0248882158948038,10,2,3,0.0375311608658899,10,2,3,0.010155240597756
"2.27.2",27,2,2,0.0313689642630545,11,2,3,0.0156976095222007,11,2,3,0.0530999900241345,11,2,3,0.000957929530128598
"3.27.2",27,2,3,0.0221019840664847,12,2,3,0.0129038886960489,12,2,3,0.0488235244468195,12,2,3,0.0328961659878293
"4.27.2",27,2,4,0.0226286793757894,13,2,3,0.0575272060425245,13,2,3,0.0244176493380981,13,2,3,0.0246120929658089
"5.27.2",27,2,5,0.0367374520899638,15,2,3,0.013486139240661,15,2,3,0.0208667009455329,15,2,3,0.0154393428542097
"1.28.2",28,2,1,0.0943761023686732,16,2,3,0.00762573167515497,16,2,3,0.0072498772891471,16,2,3,0.0147264240762438
"2.28.2",28,2,2,0.0609342684712632,17,2,3,0.0118953188398112,17,2,3,0.0157718066215236,17,2,3,0.0107412760014276
"3.28.2",28,2,3,0.0128311038087199,18,2,3,0.0197562846441184,18,2,3,0.00877629297492835,18,2,3,0.00295926947692922
"4.28.2",28,2,4,0.186610312565245,19,2,3,0.00676318928078041,19,2,3,0.00700218114201688,19,2,3,0.0134546587721059
"5.28.2",28,2,5,0.124716132113666,20,2,3,0.0245372844770717,20,2,3,0.0671362327330851,20,2,3,0.006139696961629
"1.29.2",29,2,1,0.0625913048183155,21,2,3,0.104295029849488,21,2,3,0.0100482244548687,21,2,3,0.0981096298441908
"2.29.2",29,2,2,0.063850552950417,22,2,3,0.0186164795523313,22,2,3,0.042761453009878,22,2,3,0.0152646078404953
"3.29.2",29,2,3,0.227027766720841,23,2,3,0.0513520009567992,23,2,3,0.0395825279883399,23,2,3,0.0554184435602023
"4.29.2",29,2,4,0.0800936328499156,24,2,3,0.0188123530376736,24,2,3,0.0295033831537087,24,2,3,0.0168507029890424
"5.29.2",29,2,5,0.0400257194335422,25,2,3,0.0485266283316584,25,2,3,0.0666833121097633,25,2,3,0.0771935410799824
"1.30.2",30,2,1,0.0418184812512907,26,2,3,0.0108461838782825,26,2,3,0.0148509609472032,26,2,3,0.0204528002555459
"2.30.2",30,2,2,0,27,2,3,0.0221019840664847,27,2,3,0.077401776074676,27,2,3,0.0159863988434493
"3.30.2",30,2,3,0.0240823769119514,28,2,3,0.0128311038087199,28,2,3,0,28,2,3,0
"4.30.2",30,2,4,0.0608129347482037,29,2,3,0.0839416741752279,29,2,3,0.177189861958715,29,2,3,0.143086092545613
"5.30.2",30,2,5,0.0429596686291551,30,2,3,0.0240823769119514,30,2,3,0.0524398736150421,30,2,3,0.0175515150130454
"1.31.2",31,2,1,0.0495809999267298,31,2,3,0.0219557949459569,31,2,3,0.0555101526432294,31,2,3,0.000401516564055685
"2.31.2",31,2,2,0.0680191209642784,32,2,3,0.0136559267230682,32,2,3,0.0447783043870424,32,2,3,0.0124444218495184
"3.31.2",31,2,3,0.0219557949459569,33,2,3,0,33,2,3,0.0163441003195561,33,2,3,0
"4.31.2",31,2,4,0.0456441766334454,34,2,3,0.0316276289731805,34,2,3,0.0327868703550253,34,2,3,0.0750343179093784
"5.31.2",31,2,5,0.0291928523983357,35,2,3,0.0456187838535015,35,2,3,0.0316601582266448,35,2,3,0.069876187851585
"1.32.2",32,2,1,0.0657026079700893,36,2,3,0.0311473193769595,36,2,3,0.0436355117662262,36,2,3,0.0445965427672644
"2.32.2",32,2,2,0.0617230885988556,37,2,3,0.013080779798175,37,2,3,0.0846931752841196,37,2,3,0.0627904546634602
"3.32.2",32,2,3,0.0236535023064883,38,2,3,0.0359358036135221,38,2,3,0.0359358036135221,38,2,3,0.0359358036135221
"4.32.2",32,2,4,0.0540054526920725,39,2,3,0.00926758062674152,39,2,3,0.00675013253064636,39,2,3,0.0222578542202531
"5.32.2",32,2,5,0.0342046080634269,40,2,3,0.0183322858892166,40,2,3,0.0564681143295655,40,2,3,0.0387283538167693
"1.33.2",33,2,1,0.0381194470060627,41,2,3,0.0280107897700484,41,2,3,0.0108178298461217,41,2,3,0.0428097602978596
"2.33.2",33,2,2,0,42,2,3,0.0337860544098907,42,2,3,0.0275299097231413,42,2,3,0.0254876384628137
"3.33.2",33,2,3,0,44,2,3,0.0409574977329295,44,2,3,0.125850267893571,44,2,3,0.0559452530081119
"4.33.2",33,2,4,0.0237232805791001,45,2,3,0,45,2,3,0.00680729707641463,45,2,3,0.00991578490452204
"5.33.2",33,2,5,0.159803546434194,46,2,3,0.00352836498900193,46,2,3,0.00607597098994528,46,2,3,0.0661482211641054
"1.34.2",34,2,1,0.0468880707738239,47,2,3,0.0171562140869576,47,2,3,0.0305454619567339,47,2,3,0.0437910902733723
"2.34.2",34,2,2,0.0534434250818872,48,2,3,0.0146880068852282,48,2,3,0.0222880224977766,48,2,3,0.025303861070996
"3.34.2",34,2,3,0.0589830932095834,49,2,3,0.0162372965117243,49,2,3,0.0228127472228272,49,2,3,0.0796642277734057
"4.34.2",34,2,4,0.0136898609594393,50,2,3,0,50,2,3,0,50,2,3,0.0237914918164744
"5.34.2",34,2,5,0.0152456537615243,51,2,3,0.0341564918201896,51,2,3,0.0190695131162626,51,2,3,0.00574767231456661
"1.35.2",35,2,1,0.0646992997864953,53,2,3,0.0304268086740834,53,2,3,0.103915199608909,53,2,3,0.0184274038158826
"2.35.2",35,2,2,0.030119559704664,54,2,3,0.0708154868733017,54,2,3,0,54,2,3,0
