"","fips","sex","x.race.g1","variable","value"
"1274",20,3,3,"cvdinfr4",0.024615104
"1275",20,3,4,"cvdinfr4",0.060034435
"1276",20,3,5,"cvdinfr4",0.040178371
"1277",20,3,6,"cvdinfr4",0.051097757
"1278",21,1,1,"cvdinfr4",0.103626593
"1279",21,1,2,"cvdinfr4",0.062698732
"1280",21,1,3,"cvdinfr4",0
"1281",21,1,4,"cvdinfr4",0.205092618
"1282",21,1,5,"cvdinfr4",0.279625525
"1283",21,1,6,"cvdinfr4",0.101826312
"1284",21,2,1,"cvdinfr4",0.064588746
"1285",21,2,2,"cvdinfr4",0.036945789
"1286",21,2,3,"cvdinfr4",0.10429503
"1287",21,2,4,"cvdinfr4",0.009011664
"1288",21,2,5,"cvdinfr4",0.039808321
"1289",21,2,6,"cvdinfr4",0.062637414
"1290",21,3,1,"cvdinfr4",0.083413458
"1291",21,3,2,"cvdinfr4",0.049402563
"1292",21,3,3,"cvdinfr4",0.054574334
"1293",21,3,4,"cvdinfr4",0.122827952
"1294",21,3,5,"cvdinfr4",0.193247602
"1295",21,3,6,"cvdinfr4",0.081661944
"1296",22,1,1,"cvdinfr4",0.098664613
"1297",22,1,2,"cvdinfr4",0.041579752
"1298",22,1,3,"cvdinfr4",0.005721427
"1299",22,1,4,"cvdinfr4",0.346176719
"1300",22,1,5,"cvdinfr4",0.120449656
"1301",22,1,6,"cvdinfr4",0.083781183
"1302",22,2,1,"cvdinfr4",0.043136702
"1303",22,2,2,"cvdinfr4",0.042860595
"1304",22,2,3,"cvdinfr4",0.01861648
"1305",22,2,4,"cvdinfr4",0.047959795
"1306",22,2,5,"cvdinfr4",0.063097756
"1307",22,2,6,"cvdinfr4",0.042360374
"1308",22,3,1,"cvdinfr4",0.070152742
"1309",22,3,2,"cvdinfr4",0.042295673
"1310",22,3,3,"cvdinfr4",0.011004067
"1311",22,3,4,"cvdinfr4",0.213108584
"1312",22,3,5,"cvdinfr4",0.096895196
"1313",22,3,6,"cvdinfr4",0.062280734
"1314",23,1,1,"cvdinfr4",0.082299415
"1315",23,1,2,"cvdinfr4",0
"1316",23,1,3,"cvdinfr4",0.114529557
"1317",23,1,4,"cvdinfr4",0.059210038
"1318",23,1,5,"cvdinfr4",0.06718211
"1319",23,1,6,"cvdinfr4",0.081075577
"1320",23,2,1,"cvdinfr4",0.028718636
"1321",23,2,2,"cvdinfr4",0.158175546
"1322",23,2,3,"cvdinfr4",0.051352001
"1323",23,2,4,"cvdinfr4",0.037303365
"1324",23,2,5,"cvdinfr4",0.020230761
"1325",23,2,6,"cvdinfr4",0.029543805
"1326",23,3,1,"cvdinfr4",0.054021336
"1327",23,3,2,"cvdinfr4",0.051055855
"1328",23,3,3,"cvdinfr4",0.086020512
"1329",23,3,4,"cvdinfr4",0.051814556
"1330",23,3,5,"cvdinfr4",0.049353216
"1331",23,3,6,"cvdinfr4",0.054308211
"1332",24,1,1,"cvdinfr4",0.060626684
"1333",24,1,2,"cvdinfr4",0.059737794
"1334",24,1,3,"cvdinfr4",0.035934597
"1335",24,1,4,"cvdinfr4",0.030156653
"1336",24,1,5,"cvdinfr4",0.035099457
"1337",24,1,6,"cvdinfr4",0.055271371
"1338",24,2,1,"cvdinfr4",0.031969398
"1339",24,2,2,"cvdinfr4",0.027218955
"1340",24,2,3,"cvdinfr4",0.018812353
"1341",24,2,4,"cvdinfr4",0.020671505
"1342",24,2,5,"cvdinfr4",0.205944432
"1343",24,2,6,"cvdinfr4",0.030514962
"1344",24,3,1,"cvdinfr4",0.045781544
"1345",24,3,2,"cvdinfr4",0.041888018
"1346",24,3,3,"cvdinfr4",0.027927829
"1347",24,3,4,"cvdinfr4",0.025229701
"1348",24,3,5,"cvdinfr4",0.130531103
"1349",24,3,6,"cvdinfr4",0.042326458
"1350",25,1,1,"cvdinfr4",0.068193751
"1351",25,1,2,"cvdinfr4",0.021992746
"1352",25,1,3,"cvdinfr4",0.036060987
"1353",25,1,4,"cvdinfr4",0.0301767
"1354",25,1,5,"cvdinfr4",0.125903481
"1355",25,1,6,"cvdinfr4",0.059670659
"1356",25,2,1,"cvdinfr4",0.039658339
"1357",25,2,2,"cvdinfr4",0.059308258
"1358",25,2,3,"cvdinfr4",0.048526628
"1359",25,2,4,"cvdinfr4",0.0214522
"1360",25,2,5,"cvdinfr4",0.029259536
"1361",25,2,6,"cvdinfr4",0.040212421
"1362",25,3,1,"cvdinfr4",0.053140339
"1363",25,3,2,"cvdinfr4",0.041972836
"1364",25,3,3,"cvdinfr4",0.042499926
"1365",25,3,4,"cvdinfr4",0.025793295
"1366",25,3,5,"cvdinfr4",0.071069558
"1367",25,3,6,"cvdinfr4",0.049446946
"1368",26,1,1,"cvdinfr4",0.078357396
"1369",26,1,2,"cvdinfr4",0.059061701
"1370",26,1,3,"cvdinfr4",0.030064584
"1371",26,1,4,"cvdinfr4",0.034168226
"1372",26,1,5,"cvdinfr4",0.05564382
"1373",26,1,6,"cvdinfr4",0.071883031
"1374",26,2,1,"cvdinfr4",0.040372612
"1375",26,2,2,"cvdinfr4",0.025017144
"1376",26,2,3,"cvdinfr4",0.010846184
"1377",26,2,4,"cvdinfr4",0.018589511
"1378",26,2,5,"cvdinfr4",0.046931965
"1379",26,2,6,"cvdinfr4",0.036304769
"1380",26,3,1,"cvdinfr4",0.058813383
"1381",26,3,2,"cvdinfr4",0.040698628
"1382",26,3,3,"cvdinfr4",0.019918465
"1383",26,3,4,"cvdinfr4",0.026538444
"1384",26,3,5,"cvdinfr4",0.051283489
"1385",26,3,6,"cvdinfr4",0.053479883
"1386",27,1,1,"cvdinfr4",0.059283218
"1387",27,1,2,"cvdinfr4",0.022325739
"1388",27,1,3,"cvdinfr4",0.031747507
"1389",27,1,4,"cvdinfr4",0.03189108
"1390",27,1,5,"cvdinfr4",0
"1391",27,1,6,"cvdinfr4",0.054010398
"1392",27,2,1,"cvdinfr4",0.024946025
"1393",27,2,2,"cvdinfr4",0.015350033
"1394",27,2,3,"cvdinfr4",0.022101984
"1395",27,2,4,"cvdinfr4",0.013067596
"1396",27,2,5,"cvdinfr4",0.013396736
"1397",27,2,6,"cvdinfr4",0.023543766
"1398",27,3,1,"cvdinfr4",0.041735546
"1399",27,3,2,"cvdinfr4",0.018797311
"1400",27,3,3,"cvdinfr4",0.027229531
"1401",27,3,4,"cvdinfr4",0.022613899
"1402",27,3,5,"cvdinfr4",0.008038483
"1403",27,3,6,"cvdinfr4",0.03851139
"1404",28,1,1,"cvdinfr4",0.093161372
"1405",28,1,2,"cvdinfr4",0.054157055
"1406",28,1,3,"cvdinfr4",0
"1407",28,1,4,"cvdinfr4",0.024097513
"1408",28,1,5,"cvdinfr4",0.047584963
"1409",28,1,6,"cvdinfr4",0.07495441
"1410",28,2,1,"cvdinfr4",0.058612496
"1411",28,2,2,"cvdinfr4",0.037768037
"1412",28,2,3,"cvdinfr4",0.012831104
"1413",28,2,4,"cvdinfr4",0.186610313
"1414",28,2,5,"cvdinfr4",0.07704596
"1415",28,2,6,"cvdinfr4",0.051960425
"1416",28,3,1,"cvdinfr4",0.075385683
"1417",28,3,2,"cvdinfr4",0.04502557
"1418",28,3,3,"cvdinfr4",0.004401302
"1419",28,3,4,"cvdinfr4",0.104048806
"1420",28,3,5,"cvdinfr4",0.055283663
"1421",28,3,6,"cvdinfr4",0.062950995
"1422",29,1,1,"cvdinfr4",0.076582504
"1423",29,1,2,"cvdinfr4",0.061279687
"1424",29,1,3,"cvdinfr4",0.024167995
"1425",29,1,4,"cvdinfr4",0.006264304
"1426",29,1,5,"cvdinfr4",0.031102551
"1427",29,1,6,"cvdinfr4",0.07004839
"1428",29,2,1,"cvdinfr4",0.034963423
"1429",29,2,2,"cvdinfr4",0.047501721
"1430",29,2,3,"cvdinfr4",0.083941674
"1431",29,2,4,"cvdinfr4",0.026850381
"1432",29,2,5,"cvdinfr4",0.040025719
"1433",29,2,6,"cvdinfr4",0.037856771
"1434",29,3,1,"cvdinfr4",0.055174694
"1435",29,3,2,"cvdinfr4",0.053184871
"1436",29,3,3,"cvdinfr4",0.049316836
"1437",29,3,4,"cvdinfr4",0.014803776
"1438",29,3,5,"cvdinfr4",0.034306576
"1439",29,3,6,"cvdinfr4",0.053482907
"1440",30,1,1,"cvdinfr4",0.060957391
"1441",30,1,2,"cvdinfr4",0
"1442",30,1,3,"cvdinfr4",0
"1443",30,1,4,"cvdinfr4",0.065523595
"1444",30,1,5,"cvdinfr4",0.086323181
"1445",30,1,6,"cvdinfr4",0.059480662
"1446",30,2,1,"cvdinfr4",0.031026481
"1447",30,2,2,"cvdinfr4",0
"1448",30,2,3,"cvdinfr4",0.024082377
"1449",30,2,4,"cvdinfr4",0.053021682
"1450",30,2,5,"cvdinfr4",0.008509454
"1451",30,2,6,"cvdinfr4",0.032054067
"1452",30,3,1,"cvdinfr4",0.045979693
"1453",30,3,2,"cvdinfr4",0
"1454",30,3,3,"cvdinfr4",0.01307748
"1455",30,3,4,"cvdinfr4",0.058868494
"1456",30,3,5,"cvdinfr4",0.055777601
"1457",30,3,6,"cvdinfr4",0.045729415
"1458",31,1,1,"cvdinfr4",0.060193798
"1459",31,1,2,"cvdinfr4",0.001770757
"1460",31,1,3,"cvdinfr4",0.019225521
"1461",31,1,4,"cvdinfr4",0.030037774
"1462",31,1,5,"cvdinfr4",0.062174547
"1463",31,1,6,"cvdinfr4",0.053196307
"1464",31,2,1,"cvdinfr4",0.035182596
"1465",31,2,2,"cvdinfr4",0.040064825
"1466",31,2,3,"cvdinfr4",0.021955795
"1467",31,2,4,"cvdinfr4",0.032338439
"1468",31,2,5,"cvdinfr4",0.022731626
"1469",31,2,6,"cvdinfr4",0.034081885
"1470",31,3,1,"cvdinfr4",0.047380848
"1471",31,3,2,"cvdinfr4",0.022301672
"1472",31,3,3,"cvdinfr4",0.020505078
"1473",31,3,4,"cvdinfr4",0.031124777
"1474",31,3,5,"cvdinfr4",0.042345849
"1475",31,3,6,"cvdinfr4",0.043484217
"1476",32,1,1,"cvdinfr4",0.073762347
"1477",32,1,2,"cvdinfr4",0.197673152
"1478",32,1,3,"cvdinfr4",0.045366847
"1479",32,1,4,"cvdinfr4",0.047231807
"1480",32,1,5,"cvdinfr4",0.08213805
"1481",32,1,6,"cvdinfr4",0.073511691
"1482",32,2,1,"cvdinfr4",0.052093808
"1483",32,2,2,"cvdinfr4",0.039317416
"1484",32,2,3,"cvdinfr4",0.013655927
"1485",32,2,4,"cvdinfr4",0.043497497
"1486",32,2,5,"cvdinfr4",0.020097832
"1487",32,2,6,"cvdinfr4",0.039975038
"1488",32,3,1,"cvdinfr4",0.06295475
"1489",32,3,2,"cvdinfr4",0.111691223
"1490",32,3,3,"cvdinfr4",0.029748784
"1491",32,3,4,"cvdinfr4",0.045290118
"1492",32,3,5,"cvdinfr4",0.04719461
"1493",32,3,6,"cvdinfr4",0.05659816
"1494",33,1,1,"cvdinfr4",0.068120632
"1495",33,1,2,"cvdinfr4",0.009135952
"1496",33,1,3,"cvdinfr4",0.035229539
"1497",33,1,4,"cvdinfr4",0.059472675
"1498",33,1,5,"cvdinfr4",0
"1499",33,1,6,"cvdinfr4",0.065357361
"1500",33,2,1,"cvdinfr4",0.027469851
"1501",33,2,2,"cvdinfr4",0
"1502",33,2,3,"cvdinfr4",0
"1503",33,2,4,"cvdinfr4",0.023723281
"1504",33,2,5,"cvdinfr4",0.157676543
"1505",33,2,6,"cvdinfr4",0.02828506
"1506",33,3,1,"cvdinfr4",0.04706831
"1507",33,3,2,"cvdinfr4",0.0060297
"1508",33,3,3,"cvdinfr4",0.018549643
"1509",33,3,4,"cvdinfr4",0.044794309
"1510",33,3,5,"cvdinfr4",0.083061216
"1511",33,3,6,"cvdinfr4",0.046399762
"1512",34,1,1,"cvdinfr4",0.062893466
"1513",34,1,2,"cvdinfr4",0.057115454
"1514",34,1,3,"cvdinfr4",0.05572821
"1515",34,1,4,"cvdinfr4",0.049007758
"1516",34,1,5,"cvdinfr4",0
"1517",34,1,6,"cvdinfr4",0.058497321
"1518",34,2,1,"cvdinfr4",0.033472199
"1519",34,2,2,"cvdinfr4",0.03459188
"1520",34,2,3,"cvdinfr4",0.031627629
"1521",34,2,4,"cvdinfr4",0.013321313
"1522",34,2,5,"cvdinfr4",0.004664534
"1523",34,2,6,"cvdinfr4",0.030833035
"1524",34,3,1,"cvdinfr4",0.047593373
"1525",34,3,2,"cvdinfr4",0.044794481
"1526",34,3,3,"cvdinfr4",0.043694049
"1527",34,3,4,"cvdinfr4",0.030980303
"1528",34,3,5,"cvdinfr4",0.002689255
"1529",34,3,6,"cvdinfr4",0.044143352
"1530",35,1,1,"cvdinfr4",0.075913332
"1531",35,1,2,"cvdinfr4",0
"1532",35,1,3,"cvdinfr4",0.050008942
"1533",35,1,4,"cvdinfr4",0.077143662
"1534",35,1,5,"cvdinfr4",0.035996199
"1535",35,1,6,"cvdinfr4",0.061825661
"1536",35,2,1,"cvdinfr4",0.048191978
"1537",35,2,2,"cvdinfr4",0.017079647
"1538",35,2,3,"cvdinfr4",0.045618784
"1539",35,2,4,"cvdinfr4",0.039041646
"1540",35,2,5,"cvdinfr4",0
"1541",35,2,6,"cvdinfr4",0.045104697
"1542",35,3,1,"cvdinfr4",0.061555626
"1543",35,3,2,"cvdinfr4",0.008760678
"1544",35,3,3,"cvdinfr4",0.047792273
"1545",35,3,4,"cvdinfr4",0.056251526
"1546",35,3,5,"cvdinfr4",0.025339693
"1547",35,3,6,"cvdinfr4",0.053263148
"1548",36,1,1,"cvdinfr4",0.055191518
"1549",36,1,2,"cvdinfr4",0.044821827
"1550",36,1,3,"cvdinfr4",0.030033921
"1551",36,1,4,"cvdinfr4",0.051256729
"1552",36,1,5,"cvdinfr4",0.078131533
"1553",36,1,6,"cvdinfr4",0.049223792
"1554",36,2,1,"cvdinfr4",0.028442279
"1555",36,2,2,"cvdinfr4",0.065288116
"1556",36,2,3,"cvdinfr4",0.031147319
"1557",36,2,4,"cvdinfr4",0.007617659
"1558",36,2,5,"cvdinfr4",0.016529953
"1559",36,2,6,"cvdinfr4",0.032256805
"1560",36,3,1,"cvdinfr4",0.041353161
"1561",36,3,2,"cvdinfr4",0.056069414
"1562",36,3,3,"cvdinfr4",0.030605605
"1563",36,3,4,"cvdinfr4",0.028243726
"1564",36,3,5,"cvdinfr4",0.046978056
"1565",36,3,6,"cvdinfr4",0.040366592
"1566",37,1,1,"cvdinfr4",0.074808385
"1567",37,1,2,"cvdinfr4",0.072138446
"1568",37,1,3,"cvdinfr4",0.007676724
"1569",37,1,4,"cvdinfr4",0.017772791
"1570",37,1,5,"cvdinfr4",0.04991781
"1571",37,1,6,"cvdinfr4",0.065799238
"1572",37,2,1,"cvdinfr4",0.027623588
"1573",37,2,2,"cvdinfr4",0.042988366
"1574",37,2,3,"cvdinfr4",0.01308078
"1575",37,2,4,"cvdinfr4",0.032924809
"1576",37,2,5,"cvdinfr4",0.04093175
"1577",37,2,6,"cvdinfr4",0.030259109
"1578",37,3,1,"cvdinfr4",0.050359961
"1579",37,3,2,"cvdinfr4",0.056075035
"1580",37,3,3,"cvdinfr4",0.010351465
"1581",37,3,4,"cvdinfr4",0.024480544
"1582",37,3,5,"cvdinfr4",0.044809042
"1583",37,3,6,"cvdinfr4",0.047303421
"1584",38,1,1,"cvdinfr4",0.0538782
"1585",38,1,2,"cvdinfr4",0.064262378
"1586",38,1,3,"cvdinfr4",0.055457037
"1587",38,1,4,"cvdinfr4",0.06725417
"1588",38,1,5,"cvdinfr4",0.013836188
"1589",38,1,6,"cvdinfr4",0.054123906
"1590",38,2,1,"cvdinfr4",0.032014311
"1591",38,2,2,"cvdinfr4",0
"1592",38,2,3,"cvdinfr4",0.035935804
"1593",38,2,4,"cvdinfr4",0.072307002
"1594",38,2,5,"cvdinfr4",0.069861681
"1595",38,2,6,"cvdinfr4",0.034873838
"1596",38,3,1,"cvdinfr4",0.043176247
"1597",38,3,2,"cvdinfr4",0.040471286
"1598",38,3,3,"cvdinfr4",0.04638999
"1599",38,3,4,"cvdinfr4",0.070091137
"1600",38,3,5,"cvdinfr4",0.039648054
"1601",38,3,6,"cvdinfr4",0.044693142
"1602",39,1,1,"cvdinfr4",0.081465985
"1603",39,1,2,"cvdinfr4",0.054843297
"1604",39,1,3,"cvdinfr4",0.092655528
"1605",39,1,4,"cvdinfr4",0.023864409
"1606",39,1,5,"cvdinfr4",0.024994514
"1607",39,1,6,"cvdinfr4",0.076295653
"1608",39,2,1,"cvdinfr4",0.039580228
"1609",39,2,2,"cvdinfr4",0.030306003
"1610",39,2,3,"cvdinfr4",0.009267581
"1611",39,2,4,"cvdinfr4",0.020302407
"1612",39,2,5,"cvdinfr4",0.050389501
"1613",39,2,6,"cvdinfr4",0.037395124
"1614",39,3,1,"cvdinfr4",0.059794555
"1615",39,3,2,"cvdinfr4",0.041693294
"1616",39,3,3,"cvdinfr4",0.047078206
"1617",39,3,4,"cvdinfr4",0.022470998
"1618",39,3,5,"cvdinfr4",0.041084225
"1619",39,3,6,"cvdinfr4",0.056109199
"1620",40,1,1,"cvdinfr4",0.078620034
"1621",40,1,2,"cvdinfr4",0.094354589
"1622",40,1,3,"cvdinfr4",0.01154696
"1623",40,1,4,"cvdinfr4",0.065682963
"1624",40,1,5,"cvdinfr4",0.105082557
"1625",40,1,6,"cvdinfr4",0.073745842
"1626",40,2,1,"cvdinfr4",0.043898858
"1627",40,2,2,"cvdinfr4",0.053358747
"1628",40,2,3,"cvdinfr4",0.018332286
"1629",40,2,4,"cvdinfr4",0.04171052
"1630",40,2,5,"cvdinfr4",0.038676427
"1631",40,2,6,"cvdinfr4",0.042009468
"1632",40,3,1,"cvdinfr4",0.060673038
"1633",40,3,2,"cvdinfr4",0.073129222
"1634",40,3,3,"cvdinfr4",0.014959357
"1635",40,3,4,"cvdinfr4",0.053674537
"1636",40,3,5,"cvdinfr4",0.073255258
"1637",40,3,6,"cvdinfr4",0.05747898
"1638",41,1,1,"cvdinfr4",0.068865647
"1639",41,1,2,"cvdinfr4",0
"1640",41,1,3,"cvdinfr4",0.038066869
"1641",41,1,4,"cvdinfr4",0.066295031
"1642",41,1,5,"cvdinfr4",0.041868485
"1643",41,1,6,"cvdinfr4",0.063162364
"1644",41,2,1,"cvdinfr4",0.040049911
"1645",41,2,2,"cvdinfr4",0
"1646",41,2,3,"cvdinfr4",0.02801079
"1647",41,2,4,"cvdinfr4",0.005695004
"1648",41,2,5,"cvdinfr4",0.069275067
"1649",41,2,6,"cvdinfr4",0.036984183
"1650",41,3,1,"cvdinfr4",0.053975085
"1651",41,3,2,"cvdinfr4",0
"1652",41,3,3,"cvdinfr4",0.032820467
"1653",41,3,4,"cvdinfr4",0.035871287
"1654",41,3,5,"cvdinfr4",0.054945479
"1655",41,3,6,"cvdinfr4",0.049760785
"1656",42,1,1,"cvdinfr4",0.067632826
"1657",42,1,2,"cvdinfr4",0.068011582
"1658",42,1,3,"cvdinfr4",0.066807341
"1659",42,1,4,"cvdinfr4",0.027194788
"1660",42,1,5,"cvdinfr4",0.063725912
"1661",42,1,6,"cvdinfr4",0.065873243
"1662",42,2,1,"cvdinfr4",0.034356994
"1663",42,2,2,"cvdinfr4",0.040032984
"1664",42,2,3,"cvdinfr4",0.033786054
"1665",42,2,4,"cvdinfr4",0.01630265
"1666",42,2,5,"cvdinfr4",0.010871616
"1667",42,2,6,"cvdinfr4",0.034221759
"1668",42,3,1,"cvdinfr4",0.050317434
"1669",42,3,2,"cvdinfr4",0.051931317
"1670",42,3,3,"cvdinfr4",0.050708069
"1671",42,3,4,"cvdinfr4",0.022334535
"1672",42,3,5,"cvdinfr4",0.041501438
"1673",42,3,6,"cvdinfr4",0.049406409
"1674",44,1,1,"cvdinfr4",0.080782852
"1675",44,1,2,"cvdinfr4",0.032728572
"1676",44,1,3,"cvdinfr4",0.04655961
"1677",44,1,4,"cvdinfr4",0.0821176
"1678",44,1,5,"cvdinfr4",0.017479471
"1679",44,1,6,"cvdinfr4",0.073417521
"1680",44,2,1,"cvdinfr4",0.027162792
"1681",44,2,2,"cvdinfr4",0.023811708
"1682",44,2,3,"cvdinfr4",0.040957498
"1683",44,2,4,"cvdinfr4",0.019006722
"1684",44,2,5,"cvdinfr4",0.024120478
"1685",44,2,6,"cvdinfr4",0.028590458
"1686",44,3,1,"cvdinfr4",0.052830805
"1687",44,3,2,"cvdinfr4",0.028142997
"1688",44,3,3,"cvdinfr4",0.043326862
"1689",44,3,4,"cvdinfr4",0.056391396
"1690",44,3,5,"cvdinfr4",0.020289255
"1691",44,3,6,"cvdinfr4",0.050056486
"1692",45,1,1,"cvdinfr4",0.075267498
"1693",45,1,2,"cvdinfr4",0.047258319
"1694",45,1,3,"cvdinfr4",0.009433276
"1695",45,1,4,"cvdinfr4",0.042289046
"1696",45,1,5,"cvdinfr4",0.080728307
"1697",45,1,6,"cvdinfr4",0.064266404
"1698",45,2,1,"cvdinfr4",0.044442911
"1699",45,2,2,"cvdinfr4",0.046172565
"1700",45,2,3,"cvdinfr4",0
"1701",45,2,4,"cvdinfr4",0.021454546
"1702",45,2,5,"cvdinfr4",0.007823665
"1703",45,2,6,"cvdinfr4",0.042215639
"1704",45,3,1,"cvdinfr4",0.05928843
"1705",45,3,2,"cvdinfr4",0.046658643
"1706",45,3,3,"cvdinfr4",0.004995832
"1707",45,3,4,"cvdinfr4",0.033277468
"1708",45,3,5,"cvdinfr4",0.045400726
"1709",45,3,6,"cvdinfr4",0.052744868
"1710",46,1,1,"cvdinfr4",0.070726103
"1711",46,1,2,"cvdinfr4",0.015651351
"1712",46,1,3,"cvdinfr4",0.025932615
"1713",46,1,4,"cvdinfr4",0.075532677
"1714",46,1,5,"cvdinfr4",0.00294735
"1715",46,1,6,"cvdinfr4",0.067345171
"1716",46,2,1,"cvdinfr4",0.026556491
"1717",46,2,2,"cvdinfr4",0.005366684
"1718",46,2,3,"cvdinfr4",0.003528365
"1719",46,2,4,"cvdinfr4",0.031010674
"1720",46,2,5,"cvdinfr4",0.151789889
"1721",46,2,6,"cvdinfr4",0.027780139
"1722",46,3,1,"cvdinfr4",0.048487553
"1723",46,3,2,"cvdinfr4",0.011612436
"1724",46,3,3,"cvdinfr4",0.0141414
"1725",46,3,4,"cvdinfr4",0.05312741
"1726",46,3,5,"cvdinfr4",0.06975292
"1727",46,3,6,"cvdinfr4",0.047528727
"1728",47,1,1,"cvdinfr4",0.085824741
"1729",47,1,2,"cvdinfr4",0.029333236
"1730",47,1,3,"cvdinfr4",0.020809685
"1731",47,1,4,"cvdinfr4",0.054715141
"1732",47,1,5,"cvdinfr4",0.065967823
"1733",47,1,6,"cvdinfr4",0.073274312
"1734",47,2,1,"cvdinfr4",0.05622877
"1735",47,2,2,"cvdinfr4",0.033787005
"1736",47,2,3,"cvdinfr4",0.017156214
"1737",47,2,4,"cvdinfr4",0.058596201
"1738",47,2,5,"cvdinfr4",0.025814503
"1739",47,2,6,"cvdinfr4",0.050609526
"1740",47,3,1,"cvdinfr4",0.070546928
"1741",47,3,2,"cvdinfr4",0.031867168
"1742",47,3,3,"cvdinfr4",0.019201871
"1743",47,3,4,"cvdinfr4",0.056165484
"1744",47,3,5,"cvdinfr4",0.048915137
"1745",47,3,6,"cvdinfr4",0.061555263
"1746",48,1,1,"cvdinfr4",0.059473036
"1747",48,1,2,"cvdinfr4",0.042973546
"1748",48,1,3,"cvdinfr4",0.038668133
"1749",48,1,4,"cvdinfr4",0.03614281
"1750",48,1,5,"cvdinfr4",0.249670727
"1751",48,1,6,"cvdinfr4",0.051642338
"1752",48,2,1,"cvdinfr4",0.039178405
"1753",48,2,2,"cvdinfr4",0.017206957
"1754",48,2,3,"cvdinfr4",0.014688007
"1755",48,2,4,"cvdinfr4",0.000247039
"1756",48,2,5,"cvdinfr4",0.060634764
"1757",48,2,6,"cvdinfr4",0.026129135
"1758",48,3,1,"cvdinfr4",0.04911322
"1759",48,3,2,"cvdinfr4",0.028449449
"1760",48,3,3,"cvdinfr4",0.026714392
"1761",48,3,4,"cvdinfr4",0.01986057
"1762",48,3,5,"cvdinfr4",0.163551853
"1763",48,3,6,"cvdinfr4",0.038662361
"1764",49,1,1,"cvdinfr4",0.048471709
"1765",49,1,2,"cvdinfr4",0.017963384
"1766",49,1,3,"cvdinfr4",0.017993117
"1767",49,1,4,"cvdinfr4",0.043846441
"1768",49,1,5,"cvdinfr4",0.107681714
"1769",49,1,6,"cvdinfr4",0.04503678
"1770",49,2,1,"cvdinfr4",0.015537424
"1771",49,2,2,"cvdinfr4",0.018809247
"1772",49,2,3,"cvdinfr4",0.016237297
"1773",49,2,4,"cvdinfr4",0.014208212
"1774",49,2,5,"cvdinfr4",0.008367329
"1775",49,2,6,"cvdinfr4",0.015496241
"1776",49,3,1,"cvdinfr4",0.031767909
"1777",49,3,2,"cvdinfr4",0.018206231
"1778",49,3,3,"cvdinfr4",0.017061677
"1779",49,3,4,"cvdinfr4",0.031251959
"1780",49,3,5,"cvdinfr4",0.057175592
"1781",49,3,6,"cvdinfr4",0.030136461
"1782",50,1,1,"cvdinfr4",0.061842085
"1783",50,1,2,"cvdinfr4",0
"1784",50,1,3,"cvdinfr4",0
"1785",50,1,4,"cvdinfr4",0.159571572
"1786",50,1,5,"cvdinfr4",0.041141948
"1787",50,1,6,"cvdinfr4",0.062525516
"1788",50,2,1,"cvdinfr4",0.031752234
"1789",50,2,2,"cvdinfr4",0.02736173
"1790",50,2,3,"cvdinfr4",0
"1791",50,2,4,"cvdinfr4",0.044319414
"1792",50,2,5,"cvdinfr4",0.127392046
"1793",50,2,6,"cvdinfr4",0.032490604
"1794",50,3,1,"cvdinfr4",0.046227781
"1795",50,3,2,"cvdinfr4",0.008065027
"1796",50,3,3,"cvdinfr4",0
"1797",50,3,4,"cvdinfr4",0.109305419
"1798",50,3,5,"cvdinfr4",0.084227936
"1799",50,3,6,"cvdinfr4",0.047105412
"1800",51,1,1,"cvdinfr4",0.063304801
"1801",51,1,2,"cvdinfr4",0.057550694
"1802",51,1,3,"cvdinfr4",0.053471422
"1803",51,1,4,"cvdinfr4",0.008181029
"1804",51,1,5,"cvdinfr4",0.080223057
"1805",51,1,6,"cvdinfr4",0.057582746
"1806",51,2,1,"cvdinfr4",0.038960857
"1807",51,2,2,"cvdinfr4",0.064292691
"1808",51,2,3,"cvdinfr4",0.034156492
"1809",51,2,4,"cvdinfr4",0
"1810",51,2,5,"cvdinfr4",0.025211055
"1811",51,2,6,"cvdinfr4",0.040466269
"1812",51,3,1,"cvdinfr4",0.050866662
"1813",51,3,2,"cvdinfr4",0.061143348
"1814",51,3,3,"cvdinfr4",0.043856159
"1815",51,3,4,"cvdinfr4",0.004066916
"1816",51,3,5,"cvdinfr4",0.049385122
"1817",51,3,6,"cvdinfr4",0.048782942
"1818",53,1,1,"cvdinfr4",0.057208709
"1819",53,1,2,"cvdinfr4",0.060182451
"1820",53,1,3,"cvdinfr4",0.018695252
"1821",53,1,4,"cvdinfr4",0.035922198
"1822",53,1,5,"cvdinfr4",0.030023792
"1823",53,1,6,"cvdinfr4",0.050134455
"1824",53,2,1,"cvdinfr4",0.033657294
"1825",53,2,2,"cvdinfr4",0.027843907
"1826",53,2,3,"cvdinfr4",0.030426809
"1827",53,2,4,"cvdinfr4",0.06838115
"1828",53,2,5,"cvdinfr4",0.079440774
"1829",53,2,6,"cvdinfr4",0.038189496
"1830",53,3,1,"cvdinfr4",0.045235368
"1831",53,3,2,"cvdinfr4",0.044059778
"1832",53,3,3,"cvdinfr4",0.024283715
"1833",53,3,4,"cvdinfr4",0.052564355
"1834",53,3,5,"cvdinfr4",0.055591472
"1835",53,3,6,"cvdinfr4",0.044096811
"1836",54,1,1,"cvdinfr4",0.095657226
