"","fips","sex","x.race.g1","variable","value"
"662",40,3,2,"x.michd",0.062592332
"663",40,3,3,"x.michd",0.033579681
"664",40,3,4,"x.michd",0.076494426
"665",40,3,5,"x.michd",0.105825936
"666",40,3,6,"x.michd",0.077917016
"667",41,1,1,"x.michd",0.088877792
"668",41,1,2,"x.michd",0
"669",41,1,3,"x.michd",0.06006542
"670",41,1,4,"x.michd",0.071992152
"671",41,1,5,"x.michd",0.053133253
"672",41,1,6,"x.michd",0.081781841
"673",41,2,1,"x.michd",0.052005537
"674",41,2,2,"x.michd",0.065200356
"675",41,2,3,"x.michd",0.039908731
"676",41,2,4,"x.michd",0.049984985
"677",41,2,5,"x.michd",0.093912243
"678",41,2,6,"x.michd",0.051706769
"679",41,3,1,"x.michd",0.069824016
"680",41,3,2,"x.michd",0.021002397
"681",41,3,3,"x.michd",0.049549384
"682",41,3,4,"x.michd",0.060943635
"683",41,3,5,"x.michd",0.072590864
"684",41,3,6,"x.michd",0.0663853
"685",42,1,1,"x.michd",0.097169537
"686",42,1,2,"x.michd",0.091180671
"687",42,1,3,"x.michd",0.089995203
"688",42,1,4,"x.michd",0.037772181
"689",42,1,5,"x.michd",0.063725912
"690",42,1,6,"x.michd",0.093327864
"691",42,2,1,"x.michd",0.052569687
"692",42,2,2,"x.michd",0.071895664
"693",42,2,3,"x.michd",0.055809187
"694",42,2,4,"x.michd",0.020174126
"695",42,2,5,"x.michd",0.010871616
"696",42,2,6,"x.michd",0.053580394
"697",42,3,1,"x.michd",0.073961586
"698",42,3,2,"x.michd",0.080096912
"699",42,3,3,"x.michd",0.073328076
"700",42,3,4,"x.michd",0.029919636
"701",42,3,5,"x.michd",0.041501438
"702",42,3,6,"x.michd",0.072649055
"703",44,1,1,"x.michd",0.088775826
"704",44,1,2,"x.michd",0.039051152
"705",44,1,3,"x.michd",0.05234295
"706",44,1,4,"x.michd",0.09784801
"707",44,1,5,"x.michd",0.031830732
"708",44,1,6,"x.michd",0.081647278
"709",44,2,1,"x.michd",0.042586433
"710",44,2,2,"x.michd",0.031925351
"711",44,2,3,"x.michd",0.054451447
"712",44,2,4,"x.michd",0.021338667
"713",44,2,5,"x.michd",0.026726261
"714",44,2,6,"x.michd",0.042744384
"715",44,3,1,"x.michd",0.064697373
"716",44,3,2,"x.michd",0.035386647
"717",44,3,3,"x.michd",0.053559677
"718",44,3,4,"x.michd",0.066660122
"719",44,3,5,"x.michd",0.029671051
"720",44,3,6,"x.michd",0.061373546
"721",45,1,1,"x.michd",0.100808939
"722",45,1,2,"x.michd",0.05773785
"723",45,1,3,"x.michd",0.013107486
"724",45,1,4,"x.michd",0.054433303
"725",45,1,5,"x.michd",0.098191099
"726",45,1,6,"x.michd",0.084623499
"727",45,2,1,"x.michd",0.062008291
"728",45,2,2,"x.michd",0.0569111
"729",45,2,3,"x.michd",0.009915785
"730",45,2,4,"x.michd",0.037705927
"731",45,2,5,"x.michd",0.033766975
"732",45,2,6,"x.michd",0.057667015
"733",45,3,1,"x.michd",0.080695184
"734",45,3,2,"x.michd",0.057281225
"735",45,3,3,"x.michd",0.011606099
"736",45,3,4,"x.michd",0.047198185
"737",45,3,5,"x.michd",0.066972943
"738",45,3,6,"x.michd",0.070538722
"739",46,1,1,"x.michd",0.10751716
"740",46,1,2,"x.michd",0.015651351
"741",46,1,3,"x.michd",0.028605122
"742",46,1,4,"x.michd",0.085109297
"743",46,1,5,"x.michd",0.016639331
"744",46,1,6,"x.michd",0.0996935
"745",46,2,1,"x.michd",0.047879307
"746",46,2,2,"x.michd",0.005366684
"747",46,2,3,"x.michd",0.069676586
"748",46,2,4,"x.michd",0.03974142
"749",46,2,5,"x.michd",0.163673767
"750",46,2,6,"x.michd",0.048839138
"751",46,3,1,"x.michd",0.077490649
"752",46,3,2,"x.michd",0.011612436
"753",46,3,3,"x.michd",0.050220774
"754",46,3,4,"x.michd",0.062278352
"755",46,3,5,"x.michd",0.082633363
"756",46,3,6,"x.michd",0.07422271
"757",47,1,1,"x.michd",0.113519201
"758",47,1,2,"x.michd",0.043137398
"759",47,1,3,"x.michd",0.020809685
"760",47,1,4,"x.michd",0.123678436
"761",47,1,5,"x.michd",0.067297894
"762",47,1,6,"x.michd",0.098520577
"763",47,2,1,"x.michd",0.076528973
"764",47,2,2,"x.michd",0.046174058
"765",47,2,3,"x.michd",0.060947304
"766",47,2,4,"x.michd",0.067354794
"767",47,2,5,"x.michd",0.041394518
"768",47,2,6,"x.michd",0.070150513
"769",47,3,1,"x.michd",0.09442438
"770",47,3,2,"x.michd",0.044865079
"771",47,3,3,"x.michd",0.038473394
"772",47,3,4,"x.michd",0.102630424
"773",47,3,5,"x.michd",0.056297007
"774",47,3,6,"x.michd",0.083851559
"775",48,1,1,"x.michd",0.091365248
"776",48,1,2,"x.michd",0.064042515
"777",48,1,3,"x.michd",0.042124289
"778",48,1,4,"x.michd",0.037750869
"779",48,1,5,"x.michd",0.287572836
"780",48,1,6,"x.michd",0.070286485
"781",48,2,1,"x.michd",0.064444669
"782",48,2,2,"x.michd",0.046731278
"783",48,2,3,"x.michd",0.032816992
"784",48,2,4,"x.michd",0.011688739
"785",48,2,5,"x.michd",0.090097558
"786",48,2,6,"x.michd",0.048847862
"787",48,3,1,"x.michd",0.077623079
"788",48,3,2,"x.michd",0.054284527
"789",48,3,3,"x.michd",0.037484738
"790",48,3,4,"x.michd",0.025929146
"791",48,3,5,"x.michd",0.197609274
"792",48,3,6,"x.michd",0.059379472
"793",49,1,1,"x.michd",0.057317856
"794",49,1,2,"x.michd",0.017963384
"795",49,1,3,"x.michd",0.020085296
"796",49,1,4,"x.michd",0.031778717
"797",49,1,5,"x.michd",0.107681714
"798",49,1,6,"x.michd",0.051741816
"799",49,2,1,"x.michd",0.026443439
"800",49,2,2,"x.michd",0.018809247
"801",49,2,3,"x.michd",0.030744363
"802",49,2,4,"x.michd",0.015688929
"803",49,2,5,"x.michd",0.008367329
"804",49,2,6,"x.michd",0.026306575
"805",49,3,1,"x.michd",0.041658791
"806",49,3,2,"x.michd",0.018206231
"807",49,3,3,"x.michd",0.025739795
"808",49,3,4,"x.michd",0.024941516
"809",49,3,5,"x.michd",0.057175592
"810",49,3,6,"x.michd",0.038912219
"811",50,1,1,"x.michd",0.077139338
"812",50,1,2,"x.michd",0
"813",50,1,3,"x.michd",0
"814",50,1,4,"x.michd",0.145152541
"815",50,1,5,"x.michd",0.087248868
"816",50,1,6,"x.michd",0.076774591
"817",50,2,1,"x.michd",0.044635446
"818",50,2,2,"x.michd",0.02736173
"819",50,2,3,"x.michd",0.023791492
"820",50,2,4,"x.michd",0.067270923
"821",50,2,5,"x.michd",0.094645674
"822",50,2,6,"x.michd",0.045232831
"823",50,3,1,"x.michd",0.060272334
"824",50,3,2,"x.michd",0.008065027
"825",50,3,3,"x.michd",0.010634785
"826",50,3,4,"x.michd",0.1111852
"827",50,3,5,"x.michd",0.090943921
"828",50,3,6,"x.michd",0.060580862
"829",51,1,1,"x.michd",0.079542792
"830",51,1,2,"x.michd",0.076026563
"831",51,1,3,"x.michd",0.053471422
"832",51,1,4,"x.michd",0.017180939
"833",51,1,5,"x.michd",0.088261278
"834",51,1,6,"x.michd",0.072170765
"835",51,2,1,"x.michd",0.055245184
"836",51,2,2,"x.michd",0.068834307
"837",51,2,3,"x.michd",0.037453963
"838",51,2,4,"x.michd",0.001293704
"839",51,2,5,"x.michd",0.121241603
"840",51,2,6,"x.michd",0.053728879
"841",51,3,1,"x.michd",0.067128327
"842",51,3,2,"x.michd",0.072193976
"843",51,3,3,"x.michd",0.04549769
"844",51,3,4,"x.michd",0.009191493
"845",51,3,5,"x.michd",0.106748973
"846",51,3,6,"x.michd",0.06268955
"847",53,1,1,"x.michd",0.082192583
"848",53,1,2,"x.michd",0.074768288
"849",53,1,3,"x.michd",0.026806306
"850",53,1,4,"x.michd",0.044962358
"851",53,1,5,"x.michd",0.051398091
"852",53,1,6,"x.michd",0.071093407
"853",53,2,1,"x.michd",0.048105635
"854",53,2,2,"x.michd",0.045608429
"855",53,2,3,"x.michd",0.029002954
"856",53,2,4,"x.michd",0.035955281
"857",53,2,5,"x.michd",0.060486562
"858",53,2,6,"x.michd",0.045098245
"859",53,3,1,"x.michd",0.064863066
"860",53,3,2,"x.michd",0.060230377
"861",53,3,3,"x.michd",0.027852705
"862",53,3,4,"x.michd",0.040344304
"863",53,3,5,"x.michd",0.056100343
"864",53,3,6,"x.michd",0.057954011
"865",54,1,1,"x.michd",0.142672667
"866",54,1,2,"x.michd",0.065325976
"867",54,1,3,"x.michd",0.038373388
"868",54,1,4,"x.michd",0.241610762
"869",54,1,5,"x.michd",0.26820484
"870",54,1,6,"x.michd",0.141552712
"871",54,2,1,"x.michd",0.096569754
"872",54,2,2,"x.michd",0.101379001
"873",54,2,3,"x.michd",0.070815487
"874",54,2,4,"x.michd",0.093868811
"875",54,2,5,"x.michd",0.122780853
"876",54,2,6,"x.michd",0.096648727
"877",54,3,1,"x.michd",0.119049088
"878",54,3,2,"x.michd",0.084010891
"879",54,3,3,"x.michd",0.052917892
"880",54,3,4,"x.michd",0.172384354
"881",54,3,5,"x.michd",0.204177831
"882",54,3,6,"x.michd",0.118625584
"883",55,1,1,"x.michd",0.095428859
"884",55,1,2,"x.michd",0.030298307
"885",55,1,3,"x.michd",0.02331886
"886",55,1,4,"x.michd",0.061809564
"887",55,1,5,"x.michd",0.10822528
"888",55,1,6,"x.michd",0.086412342
"889",55,2,1,"x.michd",0.048712187
"890",55,2,2,"x.michd",0.048392989
"891",55,2,3,"x.michd",0.058198786
"892",55,2,4,"x.michd",0.012529144
"893",55,2,5,"x.michd",0.015706005
"894",55,2,6,"x.michd",0.047565243
"895",55,3,1,"x.michd",0.07162382
"896",55,3,2,"x.michd",0.041360014
"897",55,3,3,"x.michd",0.036704201
"898",55,3,4,"x.michd",0.037497044
"899",55,3,5,"x.michd",0.057716573
"900",55,3,6,"x.michd",0.066675117
"901",56,1,1,"x.michd",0.072159838
"902",56,1,2,"x.michd",0.215534518
"903",56,1,3,"x.michd",0.078907384
"904",56,1,4,"x.michd",0.064157176
"905",56,1,5,"x.michd",0.055041397
"906",56,1,6,"x.michd",0.073237909
"907",56,2,1,"x.michd",0.053574443
"908",56,2,2,"x.michd",0.177475272
"909",56,2,3,"x.michd",0.01259961
"910",56,2,4,"x.michd",0.021738329
"911",56,2,5,"x.michd",0.042503637
"912",56,2,6,"x.michd",0.049351237
"913",56,3,1,"x.michd",0.063069822
"914",56,3,2,"x.michd",0.198962038
"915",56,3,3,"x.michd",0.043790721
"916",56,3,4,"x.michd",0.045367785
"917",56,3,5,"x.michd",0.049248066
"918",56,3,6,"x.michd",0.061526867
"919",66,1,1,"x.michd",0.085102236
"920",66,1,2,"x.michd",0
"921",66,1,3,"x.michd",0.085388486
"922",66,1,4,"x.michd",0.058924021
"923",66,1,5,"x.michd",0.075921413
"924",66,1,6,"x.michd",0.065147891
"925",66,2,1,"x.michd",0.01389028
"926",66,2,2,"x.michd",0
"927",66,2,3,"x.michd",0.149300061
"928",66,2,4,"x.michd",0.050245528
"929",66,2,5,"x.michd",0.034571943
"930",66,2,6,"x.michd",0.051317147
"931",66,3,1,"x.michd",0.058678487
"932",66,3,2,"x.michd",0
"933",66,3,3,"x.michd",0.111250539
"934",66,3,4,"x.michd",0.054479068
"935",66,3,5,"x.michd",0.055591361
"936",66,3,6,"x.michd",0.058350252
"937",72,1,1,"x.michd",0.305876838
"938",72,1,2,"x.michd",0
"939",72,1,3,"x.michd",0.109940332
"940",72,1,4,"x.michd",0
"941",72,1,5,"x.michd",0
"942",72,1,6,"x.michd",0.110329145
"943",72,2,1,"x.michd",0.07007741
"944",72,2,2,"x.michd",0.246663005
"945",72,2,3,"x.michd",0.110594054
"946",72,2,4,"x.michd",0
"947",72,2,6,"x.michd",0.11031098
"948",72,3,1,"x.michd",0.173128285
"949",72,3,2,"x.michd",0.130306252
"950",72,3,3,"x.michd",0.110287458
"951",72,3,4,"x.michd",0
"952",72,3,5,"x.michd",0
"953",72,3,6,"x.michd",0.110319491
"954",78,1,1,"x.michd",0.167915815
"955",78,1,2,"x.michd",0.042126995
"956",78,1,3,"x.michd",0.003521546
"957",78,1,4,"x.michd",0.171303346
"958",78,1,5,"x.michd",0
"959",78,1,6,"x.michd",0.056220188
"960",78,2,1,"x.michd",0
"961",78,2,2,"x.michd",0.029022407
"962",78,2,3,"x.michd",0.016796826
"963",78,2,4,"x.michd",0.024998923
"964",78,2,5,"x.michd",0.012274946
"965",78,2,6,"x.michd",0.024459288
"966",78,3,1,"x.michd",0.100867783
"967",78,3,2,"x.michd",0.034699961
"968",78,3,3,"x.michd",0.010450476
"969",78,3,4,"x.michd",0.104529745
"970",78,3,5,"x.michd",0.008162644
"971",78,3,6,"x.michd",0.039049226
"972",1,1,1,"cvdinfr4",0.096445978
"973",1,1,2,"cvdinfr4",0.052880827
"974",1,1,3,"cvdinfr4",0.022446271
"975",1,1,4,"cvdinfr4",0.065804627
"976",1,1,5,"cvdinfr4",0.064653015
"977",1,1,6,"cvdinfr4",0.082110063
"978",1,2,1,"cvdinfr4",0.053153742
"979",1,2,2,"cvdinfr4",0.034889813
"980",1,2,3,"cvdinfr4",0.04119453
"981",1,2,4,"cvdinfr4",0.048093343
"982",1,2,5,"cvdinfr4",0.080971041
"983",1,2,6,"cvdinfr4",0.047971243
"984",1,3,1,"cvdinfr4",0.074065651
"985",1,3,2,"cvdinfr4",0.042900157
"986",1,3,3,"cvdinfr4",0.031194972
"987",1,3,4,"cvdinfr4",0.0574969
"988",1,3,5,"cvdinfr4",0.071502601
"989",1,3,6,"cvdinfr4",0.064262389
"990",2,1,1,"cvdinfr4",0.036435578
"991",2,1,2,"cvdinfr4",0.018882868
"992",2,1,3,"cvdinfr4",0.004832055
"993",2,1,4,"cvdinfr4",0.079900868
"994",2,1,5,"cvdinfr4",0.025703399
"995",2,1,6,"cvdinfr4",0.040904364
"996",2,2,1,"cvdinfr4",0.021935119
"997",2,2,2,"cvdinfr4",0.049623819
"998",2,2,3,"cvdinfr4",0.00683212
"999",2,2,4,"cvdinfr4",0.022820814
"1000",2,2,5,"cvdinfr4",0.033658709
"1001",2,2,6,"cvdinfr4",0.02322221
"1002",2,3,1,"cvdinfr4",0.0297791
"1003",2,3,2,"cvdinfr4",0.033164861
"1004",2,3,3,"cvdinfr4",0.005785941
"1005",2,3,4,"cvdinfr4",0.051860484
"1006",2,3,5,"cvdinfr4",0.030235891
"1007",2,3,6,"cvdinfr4",0.032554635
"1008",4,1,1,"cvdinfr4",0.073795818
"1009",4,1,2,"cvdinfr4",0.045054233
"1010",4,1,3,"cvdinfr4",0.043827025
"1011",4,1,4,"cvdinfr4",0.029206683
"1012",4,1,5,"cvdinfr4",0.184121003
"1013",4,1,6,"cvdinfr4",0.062075146
"1014",4,2,1,"cvdinfr4",0.04218685
"1015",4,2,2,"cvdinfr4",0.055880017
"1016",4,2,3,"cvdinfr4",0.027630492
"1017",4,2,4,"cvdinfr4",0.026153951
"1018",4,2,5,"cvdinfr4",0.020348582
"1019",4,2,6,"cvdinfr4",0.037575074
"1020",4,3,1,"cvdinfr4",0.057558885
"1021",4,3,2,"cvdinfr4",0.050999864
"1022",4,3,3,"cvdinfr4",0.035750936
"1023",4,3,4,"cvdinfr4",0.02766411
"1024",4,3,5,"cvdinfr4",0.128614684
"1025",4,3,6,"cvdinfr4",0.049605101
"1026",5,1,1,"cvdinfr4",0.091796979
"1027",5,1,2,"cvdinfr4",0.026220617
"1028",5,1,3,"cvdinfr4",0.008402272
"1029",5,1,4,"cvdinfr4",0.025723417
"1030",5,1,5,"cvdinfr4",0.234562928
"1031",5,1,6,"cvdinfr4",0.078882217
"1032",5,2,1,"cvdinfr4",0.061030382
"1033",5,2,2,"cvdinfr4",0.06477357
"1034",5,2,3,"cvdinfr4",0.067105603
"1035",5,2,4,"cvdinfr4",0.175384051
"1036",5,2,5,"cvdinfr4",0.191014551
"1037",5,2,6,"cvdinfr4",0.065148259
"1038",5,3,1,"cvdinfr4",0.075862579
"1039",5,3,2,"cvdinfr4",0.047451135
"1040",5,3,3,"cvdinfr4",0.039990661
"1041",5,3,4,"cvdinfr4",0.085747635
"1042",5,3,5,"cvdinfr4",0.220652519
"1043",5,3,6,"cvdinfr4",0.071761855
"1044",6,1,1,"cvdinfr4",0.058210879
"1045",6,1,2,"cvdinfr4",0.044281704
"1046",6,1,3,"cvdinfr4",0.033658499
"1047",6,1,4,"cvdinfr4",0.035937381
"1048",6,1,5,"cvdinfr4",0.005424551
"1049",6,1,6,"cvdinfr4",0.044099215
"1050",6,2,1,"cvdinfr4",0.033536515
"1051",6,2,2,"cvdinfr4",0.013910251
"1052",6,2,3,"cvdinfr4",0.018771041
"1053",6,2,4,"cvdinfr4",0.004270783
"1054",6,2,5,"cvdinfr4",0.045111733
"1055",6,2,6,"cvdinfr4",0.022396633
"1056",6,3,1,"cvdinfr4",0.045721381
"1057",6,3,2,"cvdinfr4",0.028124148
"1058",6,3,3,"cvdinfr4",0.026199668
"1059",6,3,4,"cvdinfr4",0.019131079
"1060",6,3,5,"cvdinfr4",0.023336559
"1061",6,3,6,"cvdinfr4",0.033055023
"1062",8,1,1,"cvdinfr4",0.049208824
"1063",8,1,2,"cvdinfr4",0.027326824
"1064",8,1,3,"cvdinfr4",0.056569697
"1065",8,1,4,"cvdinfr4",0.068544749
"1066",8,1,5,"cvdinfr4",0.057270996
"1067",8,1,6,"cvdinfr4",0.050671578
"1068",8,2,1,"cvdinfr4",0.023364583
"1069",8,2,2,"cvdinfr4",0.020566432
"1070",8,2,3,"cvdinfr4",0.024541592
"1071",8,2,4,"cvdinfr4",0.035190029
"1072",8,2,5,"cvdinfr4",0.03676338
"1073",8,2,6,"cvdinfr4",0.02416189
"1074",8,3,1,"cvdinfr4",0.036126361
"1075",8,3,2,"cvdinfr4",0.024007995
"1076",8,3,3,"cvdinfr4",0.040796945
"1077",8,3,4,"cvdinfr4",0.051908206
"1078",8,3,5,"cvdinfr4",0.046034952
"1079",8,3,6,"cvdinfr4",0.0373301
"1080",9,1,1,"cvdinfr4",0.060209724
"1081",9,1,2,"cvdinfr4",0.033246874
"1082",9,1,3,"cvdinfr4",0.061107318
"1083",9,1,4,"cvdinfr4",0.030684401
"1084",9,1,5,"cvdinfr4",0.017698304
"1085",9,1,6,"cvdinfr4",0.055880353
"1086",9,2,1,"cvdinfr4",0.030792815
"1087",9,2,2,"cvdinfr4",0.052416055
"1088",9,2,3,"cvdinfr4",0.024028282
"1089",9,2,4,"cvdinfr4",0.011495313
"1090",9,2,5,"cvdinfr4",0.017569604
"1091",9,2,6,"cvdinfr4",0.031094846
"1092",9,3,1,"cvdinfr4",0.044900231
"1093",9,3,2,"cvdinfr4",0.044209327
"1094",9,3,3,"cvdinfr4",0.042424527
"1095",9,3,4,"cvdinfr4",0.021665422
"1096",9,3,5,"cvdinfr4",0.017635287
"1097",9,3,6,"cvdinfr4",0.042990972
"1098",10,1,1,"cvdinfr4",0.077399578
"1099",10,1,2,"cvdinfr4",0.039588196
"1100",10,1,3,"cvdinfr4",0.017046633
"1101",10,1,4,"cvdinfr4",0.073304906
"1102",10,1,5,"cvdinfr4",0.046113402
"1103",10,1,6,"cvdinfr4",0.064612637
"1104",10,2,1,"cvdinfr4",0.046356946
"1105",10,2,2,"cvdinfr4",0.030709687
"1106",10,2,3,"cvdinfr4",0.024888216
"1107",10,2,4,"cvdinfr4",0.017325276
"1108",10,2,5,"cvdinfr4",0.081957914
"1109",10,2,6,"cvdinfr4",0.041234921
"1110",10,3,1,"cvdinfr4",0.060978367
"1111",10,3,2,"cvdinfr4",0.034773849
"1112",10,3,3,"cvdinfr4",0.021385897
"1113",10,3,4,"cvdinfr4",0.053177624
"1114",10,3,5,"cvdinfr4",0.067496335
"1115",10,3,6,"cvdinfr4",0.052267206
"1116",11,1,1,"cvdinfr4",0.014782185
"1117",11,1,2,"cvdinfr4",0.061327412
"1118",11,1,3,"cvdinfr4",0.002264047
"1119",11,1,4,"cvdinfr4",0
"1120",11,1,5,"cvdinfr4",0
"1121",11,1,6,"cvdinfr4",0.030778682
"1122",11,2,1,"cvdinfr4",0.00617455
"1123",11,2,2,"cvdinfr4",0.048246019
"1124",11,2,3,"cvdinfr4",0.01569761
"1125",11,2,4,"cvdinfr4",0.004828624
"1126",11,2,5,"cvdinfr4",0.059871455
"1127",11,2,6,"cvdinfr4",0.026417065
"1128",11,3,1,"cvdinfr4",0.010443683
"1129",11,3,2,"cvdinfr4",0.053977147
"1130",11,3,3,"cvdinfr4",0.009567907
"1131",11,3,4,"cvdinfr4",0.002487057
"1132",11,3,5,"cvdinfr4",0.030441057
"1133",11,3,6,"cvdinfr4",0.02845349
"1134",12,1,1,"cvdinfr4",0.099817736
"1135",12,1,2,"cvdinfr4",0.06151328
"1136",12,1,3,"cvdinfr4",0.048323554
"1137",12,1,4,"cvdinfr4",0.031522229
"1138",12,1,5,"cvdinfr4",0.061442031
"1139",12,1,6,"cvdinfr4",0.079434737
"1140",12,2,1,"cvdinfr4",0.041834284
"1141",12,2,2,"cvdinfr4",0.043168669
"1142",12,2,3,"cvdinfr4",0.012903889
"1143",12,2,4,"cvdinfr4",0.015244304
"1144",12,2,5,"cvdinfr4",0.036118719
"1145",12,2,6,"cvdinfr4",0.034184762
"1146",12,3,1,"cvdinfr4",0.069935908
"1147",12,3,2,"cvdinfr4",0.051752209
"1148",12,3,3,"cvdinfr4",0.03015535
"1149",12,3,4,"cvdinfr4",0.022822174
"1150",12,3,5,"cvdinfr4",0.047638994
"1151",12,3,6,"cvdinfr4",0.05598856
"1152",13,1,1,"cvdinfr4",0.073144475
"1153",13,1,2,"cvdinfr4",0.044796462
"1154",13,1,3,"cvdinfr4",0.049078962
"1155",13,1,4,"cvdinfr4",0.002512754
"1156",13,1,5,"cvdinfr4",0.166198584
"1157",13,1,6,"cvdinfr4",0.060851617
"1158",13,2,1,"cvdinfr4",0.043404509
"1159",13,2,2,"cvdinfr4",0.049040691
"1160",13,2,3,"cvdinfr4",0.057527206
"1161",13,2,4,"cvdinfr4",0.003782349
"1162",13,2,5,"cvdinfr4",0.032993622
"1163",13,2,6,"cvdinfr4",0.04459111
"1164",13,3,1,"cvdinfr4",0.057863212
"1165",13,3,2,"cvdinfr4",0.047113246
"1166",13,3,3,"cvdinfr4",0.053361464
"1167",13,3,4,"cvdinfr4",0.0031024
"1168",13,3,5,"cvdinfr4",0.103887668
"1169",13,3,6,"cvdinfr4",0.052396238
"1170",15,1,1,"cvdinfr4",0.057232205
"1171",15,1,2,"cvdinfr4",0
"1172",15,1,3,"cvdinfr4",0.022588991
"1173",15,1,4,"cvdinfr4",0.049740799
"1174",15,1,5,"cvdinfr4",0.049697694
"1175",15,1,6,"cvdinfr4",0.047961148
"1176",15,2,1,"cvdinfr4",0.035687981
"1177",15,2,2,"cvdinfr4",0.123271083
"1178",15,2,3,"cvdinfr4",0.013486139
"1179",15,2,4,"cvdinfr4",0.022031835
"1180",15,2,5,"cvdinfr4",0.024503873
"1181",15,2,6,"cvdinfr4",0.027066819
"1182",15,3,1,"cvdinfr4",0.047528504
"1183",15,3,2,"cvdinfr4",0.054987615
"1184",15,3,3,"cvdinfr4",0.018364222
"1185",15,3,4,"cvdinfr4",0.034940892
"1186",15,3,5,"cvdinfr4",0.03721313
"1187",15,3,6,"cvdinfr4",0.037590913
"1188",16,1,1,"cvdinfr4",0.053756551
"1189",16,1,2,"cvdinfr4",0.092043295
"1190",16,1,3,"cvdinfr4",0.011848822
"1191",16,1,4,"cvdinfr4",0.069192723
"1192",16,1,5,"cvdinfr4",0.032704128
"1193",16,1,6,"cvdinfr4",0.049790861
"1194",16,2,1,"cvdinfr4",0.042547227
"1195",16,2,2,"cvdinfr4",0
"1196",16,2,3,"cvdinfr4",0.007625732
"1197",16,2,4,"cvdinfr4",0.037819963
"1198",16,2,5,"cvdinfr4",0.029483503
"1199",16,2,6,"cvdinfr4",0.038392103
"1200",16,3,1,"cvdinfr4",0.048084779
"1201",16,3,2,"cvdinfr4",0.059582918
"1202",16,3,3,"cvdinfr4",0.009712716
"1203",16,3,4,"cvdinfr4",0.051454712
"1204",16,3,5,"cvdinfr4",0.031713763
"1205",16,3,6,"cvdinfr4",0.044057906
"1206",17,1,1,"cvdinfr4",0.062209362
"1207",17,1,2,"cvdinfr4",0.128686563
"1208",17,1,3,"cvdinfr4",0.019151186
"1209",17,1,4,"cvdinfr4",0.030756206
"1210",17,1,5,"cvdinfr4",0.036941084
"1211",17,1,6,"cvdinfr4",0.06192713
"1212",17,2,1,"cvdinfr4",0.031025703
"1213",17,2,2,"cvdinfr4",0.044018359
"1214",17,2,3,"cvdinfr4",0.011895319
"1215",17,2,4,"cvdinfr4",0.041561179
"1216",17,2,5,"cvdinfr4",0.038583431
"1217",17,2,6,"cvdinfr4",0.030555607
"1218",17,3,1,"cvdinfr4",0.04614945
"1219",17,3,2,"cvdinfr4",0.082637012
"1220",17,3,3,"cvdinfr4",0.015327267
"1221",17,3,4,"cvdinfr4",0.035195001
"1222",17,3,5,"cvdinfr4",0.037804859
"1223",17,3,6,"cvdinfr4",0.045771568
"1224",18,1,1,"cvdinfr4",0.075263281
"1225",18,1,2,"cvdinfr4",0.139312764
"1226",18,1,3,"cvdinfr4",0.025171724
"1227",18,1,4,"cvdinfr4",0.021436115
"1228",18,1,5,"cvdinfr4",0.034803446
"1229",18,1,6,"cvdinfr4",0.07560544
"1230",18,2,1,"cvdinfr4",0.046335929
"1231",18,2,2,"cvdinfr4",0.056690373
"1232",18,2,3,"cvdinfr4",0.019756285
"1233",18,2,4,"cvdinfr4",0.048924544
"1234",18,2,5,"cvdinfr4",0.086661166
"1235",18,2,6,"cvdinfr4",0.046188522
"1236",18,3,1,"cvdinfr4",0.060276612
"1237",18,3,2,"cvdinfr4",0.095190942
"1238",18,3,3,"cvdinfr4",0.022301696
"1239",18,3,4,"cvdinfr4",0.031279803
"1240",18,3,5,"cvdinfr4",0.061431791
"1241",18,3,6,"cvdinfr4",0.060420503
"1242",19,1,1,"cvdinfr4",0.066219433
"1243",19,1,2,"cvdinfr4",0.055634078
"1244",19,1,3,"cvdinfr4",0.011994888
"1245",19,1,4,"cvdinfr4",0.055595761
"1246",19,1,5,"cvdinfr4",0.159840853
"1247",19,1,6,"cvdinfr4",0.064206283
"1248",19,2,1,"cvdinfr4",0.030158089
"1249",19,2,2,"cvdinfr4",0.081252146
"1250",19,2,3,"cvdinfr4",0.006763189
"1251",19,2,4,"cvdinfr4",0.053484827
"1252",19,2,5,"cvdinfr4",0.069615769
"1253",19,2,6,"cvdinfr4",0.031390646
"1254",19,3,1,"cvdinfr4",0.047855462
"1255",19,3,2,"cvdinfr4",0.067731384
"1256",19,3,3,"cvdinfr4",0.009014976
"1257",19,3,4,"cvdinfr4",0.054729115
"1258",19,3,5,"cvdinfr4",0.098271882
"1259",19,3,6,"cvdinfr4",0.047431172
"1260",20,1,1,"cvdinfr4",0.075121636
"1261",20,1,2,"cvdinfr4",0.052128256
"1262",20,1,3,"cvdinfr4",0.0246838
"1263",20,1,4,"cvdinfr4",0.030030319
"1264",20,1,5,"cvdinfr4",0.057710593
"1265",20,1,6,"cvdinfr4",0.06658315
"1266",20,2,1,"cvdinfr4",0.036049864
"1267",20,2,2,"cvdinfr4",0.025134539
"1268",20,2,3,"cvdinfr4",0.024537284
"1269",20,2,4,"cvdinfr4",0.089472709
"1270",20,2,5,"cvdinfr4",0.020539177
"1271",20,2,6,"cvdinfr4",0.036031625
"1272",20,3,1,"cvdinfr4",0.055132092
"1273",20,3,2,"cvdinfr4",0.038133857
