dia,fips,sex,race,diabete3
0,2,2,1,0.169783617
0,9,2,1,0.092554828
0,10,2,1,0.162358356
0,11,2,1,0.068868315
0,12,2,1,0.131357276
0,15,2,1,0.143421428
0,16,2,1,0.12401405
0,17,2,1,0.100872727
0,19,2,1,0.094440149
0,21,2,1,0.145329843
0,22,2,1,0.120802899
0,28,2,1,0.114155194
0,31,2,1,0.09323394
0,32,2,1,0.120919226
0,35,2,1,0.129180212
0,36,2,1,0.104205246
0,40,2,1,0.111059209
0,41,2,1,0.133682953
0,45,2,1,0.110545662
0,46,2,1,0.094470645
0,51,2,1,0.123035138
0,54,2,1,0.12824123
0,55,2,1,0.125775759
0,66,2,1,0.129767189
0,72,2,1,0.175880238
0,78,2,1,0.079641455
0,1,1,2,0.093047875
0,2,1,2,0.27829771
0,9,1,2,0.101848768
0,10,1,2,0.177100875
0,11,1,2,0.140864183
0,12,1,2,0.128909315
0,15,1,2,0.315232794
0,16,1,2,0
0,17,1,2,0.104023199
0,19,1,2,0.058033026
0,21,1,2,0.065113855
0,22,1,2,0.096288438
0,28,1,2,0.076794626
0,31,1,2,0.056620722
0,32,1,2,0.073145315
0,35,1,2,0.073008801
0,36,1,2,0.103462806
0,40,1,2,0.088320849
0,41,1,2,0.038670609
0,45,1,2,0.138806863
0,46,1,2,0.019864008
0,51,1,2,0.134921017
0,54,1,2,0.123103347
0,55,1,2,0.168872578
0,66,1,2,0.181757519
0,72,1,2,0.024651835
0,78,1,2,0.105960925
0,1,2,2,0.1139798
0,2,2,2,0.062032071
0,9,2,2,0.164626057
0,10,2,2,0.206002455
0,11,2,2,0.222489518
0,12,2,2,0.200548441
0,15,2,2,0.175593952
0,16,2,2,0.139087517
0,17,2,2,0.129415144
0,19,2,2,0.097681119
0,21,2,2,0.152421155
0,22,2,2,0.095053588
0,28,2,2,0.124008156
0,31,2,2,0.180478937
0,32,2,2,0.204044365
0,35,2,2,0.076179393
0,36,2,2,0.169483798
0,40,2,2,0.134941825
0,41,2,2,0.443735772
0,45,2,2,0.142967925
0,46,2,2,0.154973414
0,51,2,2,0.209277328
0,54,2,2,0.199773818
0,55,2,2,0.126667729
0,66,2,2,0
0,72,2,2,0
0,78,2,2,0.200788339
0,1,1,3,0.063081931
0,2,1,3,0.018670012
0,9,1,3,0.104636255
0,10,1,3,0.113162851
0,11,1,3,0.160192796
0,12,1,3,0.072476131
0,15,1,3,0.113582242
0,16,1,3,0.057986762
0,17,1,3,0.115483717
0,19,1,3,0.075798557
0,21,1,3,0.008398878
0,22,1,3,0.033119438
0,28,1,3,0.042960263
0,31,1,3,0.028519074
0,32,1,3,0.087475289
0,35,1,3,0.064355669
0,36,1,3,0.068224668
0,40,1,3,0.076882563
0,41,1,3,0.107901711
0,45,1,3,0.049610912
0,46,1,3,0.036133816
0,51,1,3,0.068142236
0,54,1,3,0.014646352
0,55,1,3,0.041573618
0,66,1,3,0.19822657
0,72,1,3,0.10347506
0,78,1,3,0.02813474
0,1,2,3,0.044493529
0,2,2,3,0.145663781
0,9,2,3,0.144558658
0,10,2,3,0.096796339
0,11,2,3,0.045980159
0,12,2,3,0.108392399
0,15,2,3,0.184781493
0,16,2,3,0.089705624
0,17,2,3,0.100850819
0,19,2,3,0.0845345
0,21,2,3,0.231699456
0,22,2,3,0.243710027
0,28,2,3,0.118671814
0,31,2,3,0.099675559
0,32,2,3,0.150176606
0,35,2,3,0.173269684
0,36,2,3,0.115666145
0,40,2,3,0.08599526
0,41,2,3,0.080384648
0,45,2,3,0.083784855
0,46,2,3,0.168239504
0,51,2,3,0.171190172
0,54,2,3,0.08801355
0,55,2,3,0.109426768
0,66,2,3,0.345403021
0,72,2,3,0.146335008
0,78,2,3,0.179988019
0,1,1,4,0.073529728
0,2,1,4,0.114329681
0,9,1,4,0.089050743
0,10,1,4,0.099962016
0,11,1,4,0.058397527
0,12,1,4,0.161144796
0,15,1,4,0.216982951
0,16,1,4,0.023165156
0,17,1,4,0.050019021
0,19,1,4,0.051322831
0,21,1,4,0.086329758
0,22,1,4,0.015177343
0,28,1,4,0.051181329
0,31,1,4,0.032933278
0,32,1,4,0.107188587
0,35,1,4,0.095757036
0,36,1,4,0.131264395
0,40,1,4,0.168356521
0,41,1,4,0.19789838
0,45,1,4,0.089251559
0,46,1,4,0.143909105
0,51,1,4,0.182062776
0,54,1,4,0.199881811
0,55,1,4,0.058110025
0,66,1,4,0.227610163
0,72,1,4,0
0,78,1,4,0.174863677
0,1,2,4,0.086069395
0,2,2,4,0.182690458
0,9,2,4,0.096342448
0,10,2,4,0.088714887
0,11,2,4,0.11084812
0,12,2,4,0.133779426
0,15,2,4,0.197363396
0,16,2,4,0.175530457
0,17,2,4,0.062471411
0,19,2,4,0.006480001
0,21,2,4,0.122728477
0,22,2,4,0.04145225
0,28,2,4,0.071116053
0,31,2,4,0.083684406
0,32,2,4,0.222862344
0,35,2,4,0.186793312
0,36,2,4,0.142146619
0,40,2,4,0.131930563
0,41,2,4,0.134468103
0,45,2,4,0.112648379
0,46,2,4,0.199859511
0,51,2,4,0.127797375
0,54,2,4,0.042801292
0,55,2,4,0.07116478
0,66,2,4,0.189918305
0,72,2,4,0
0,78,2,4,0.063496669
0,1,1,5,0.172213692
0,2,1,5,0.199952328
0,9,1,5,0.048723056
0,10,1,5,0.071591567
0,11,1,5,0.146312482
0,12,1,5,0.172298187
0,15,1,5,0.152464632
0,16,1,5,0.053286787
0,17,1,5,0.110715922
0,19,1,5,0
0,21,1,5,0.142112444
0,22,1,5,0.03904471
0,28,1,5,0.171597851
0,31,1,5,0.07698268
0,32,1,5,0.073379517
0,35,1,5,0.219715703
0,36,1,5,0.261922701
0,40,1,5,0.055120863
0,41,1,5,0.138570134
0,45,1,5,0.088145265
0,46,1,5,0.035690352
0,51,1,5,0.070102592
0,54,1,5,0.302335982
0,55,1,5,0.156615842
0,66,1,5,0.110364587
0,78,1,5,0.092372286
0,1,2,5,0.061242765
0,2,2,5,0.243630456
0,9,2,5,0.117957425
0,10,2,5,0.149994883
0,11,2,5,0.265992096
0,12,2,5,0.300896783
0,15,2,5,0.204998131
0,16,2,5,0.25832388
0,17,2,5,0.259317665
0,19,2,5,0.16961071
0,21,2,5,0.265791693
0,22,2,5,0.148223592
0,28,2,5,0.24958194
0,31,2,5,0.043561494
0,32,2,5,0.174574572
0,35,2,5,0.182562837
0,36,2,5,0.257471689
0,40,2,5,0.210444888
0,41,2,5,0.141489578
0,45,2,5,0.182709439
0,46,2,5,0.085438021
0,51,2,5,0.101800001
0,54,2,5,0.084463749
0,55,2,5,0.267437249
0,66,2,5,0.128904223
0,78,2,5,0.637407118
0,1,3,1,0.096624307
0,2,3,1,0.133762359
0,9,3,1,0.08792541
0,10,3,1,0.138056459
0,11,3,1,0.06866371
0,12,3,1,0.120553042
0,15,3,1,0.145954619
0,16,3,1,0.102386561
0,17,3,1,0.095676607
0,19,3,1,0.08944536
0,21,3,1,0.117882511
0,22,3,1,0.095223777
0,28,3,1,0.095177584
0,31,3,1,0.078430641
0,32,3,1,0.113735332
0,35,3,1,0.116244855
0,36,3,1,0.098022427
0,40,3,1,0.093619689
0,41,3,1,0.117884076
0,45,3,1,0.095448229
0,46,3,1,0.082281022
0,51,3,1,0.109415388
0,54,3,1,0.122023787
0,55,3,1,0.109695068
0,66,3,1,0.09968365
0,72,3,1,0.231032601
0,78,3,1,0.088282675
0,1,3,2,0.104548396
0,2,3,2,0.158937507
0,9,3,2,0.138780858
0,10,3,2,0.192368656
0,11,3,2,0.185662062
0,12,3,2,0.166692127
0,15,3,2,0.266513606
0,16,3,2,0.052104119
0,17,3,2,0.117977071
0,19,3,2,0.076005088
0,21,3,2,0.107943971
0,22,3,2,0.095615281
0,28,3,2,0.102686526
0,31,3,2,0.119650713
0,32,3,2,0.144356679
0,35,3,2,0.074493346
0,36,3,2,0.139193469
0,40,3,2,0.112767903
0,41,3,2,0.15656293
0,45,3,2,0.141075012
0,46,3,2,0.076243105
0,51,3,2,0.174711765
0,54,3,2,0.160737006
0,55,3,2,0.141562668
0,66,3,2,0.109909336
0,72,3,2,0.013468606
0,78,3,2,0.159086636
0,1,3,3,0.054263439
0,2,3,3,0.079527456
0,9,3,3,0.124590379
0,10,3,3,0.104283737
0,11,3,3,0.099003263
0,12,3,3,0.090792741
0,15,3,3,0.147281633
0,16,3,3,0.075229257
0,17,3,3,0.107906838
0,19,3,3,0.080421051
0,21,3,3,0.125889914
0,22,3,3,0.128239836
0,28,3,3,0.069132711
0,31,3,3,0.062248563
0,32,3,3,0.118537708
0,35,3,3,0.119520474
0,36,3,3,0.092418491
0,40,3,3,0.081536109
0,41,3,3,0.093530452
0,45,3,3,0.064245263
0,46,3,3,0.113726855
0,51,3,3,0.119852349
0,54,3,3,0.051045589
0,55,3,3,0.068056209
0,66,3,3,0.252999829
0,72,3,3,0.12619405
0,78,3,3,0.106160197
0,1,3,4,0.079444758
0,2,3,4,0.149413831
0,9,3,4,0.092462527
0,10,3,4,0.096077034
0,11,3,4,0.082392392
0,12,3,4,0.147226501
0,15,3,4,0.206411368
0,16,3,4,0.117109841
0,17,3,4,0.055054201
0,19,3,4,0.03371053
0,21,3,4,0.10290294
0,22,3,4,0.027072554
0,28,3,4,0.06105731
0,31,3,4,0.056313507
0,32,3,4,0.165239559
0,35,3,4,0.147709967
0,36,3,4,0.137056236
0,40,3,4,0.150116536
0,41,3,4,0.166111981
0,45,3,4,0.100104195
0,46,3,4,0.17083764
0,51,3,4,0.152637031
0,54,3,4,0.123425461
0,55,3,4,0.065126631
0,66,3,4,0.208297303
0,72,3,4,0
0,78,3,4,0.122443963
0,1,3,5,0.129706027
0,2,3,5,0.225603995
0,9,3,5,0.082448522
0,10,3,5,0.120261943
0,11,3,5,0.202430787
0,12,3,5,0.235253552
0,15,3,5,0.178516072
0,16,3,5,0.1183777
0,17,3,5,0.189543049
0,19,3,5,0.111184637
0,21,3,5,0.192922552
0,22,3,5,0.082412748
0,28,3,5,0.1952542
0,31,3,5,0.059628448
0,32,3,5,0.136064729
0,35,3,5,0.207715735
0,36,3,5,0.259827899
0,40,3,5,0.129280393
0,41,3,5,0.13999656
0,45,3,5,0.132274711
0,46,3,5,0.056312579
0,51,3,5,0.089692402
0,54,3,5,0.207512163
0,55,3,5,0.222348502
0,66,3,5,0.119356561
0,78,3,5,0.444992778
0,1,1,6,0.08333986
0,2,1,6,0.110559547
0,9,1,6,0.087489325
0,10,1,6,0.122479877
0,11,1,6,0.108591987
0,12,1,6,0.104659693
0,15,1,6,0.176063608
0,16,1,6,0.075290062
0,17,1,6,0.093406358
0,19,1,6,0.081239475
0,21,1,6,0.083929147
0,22,1,6,0.073357087
0,28,1,6,0.074685035
0,31,1,6,0.058779512
0,32,1,6,0.098399899
0,35,1,6,0.08504927
0,36,1,6,0.094794726
0,40,1,6,0.084078871
0,41,1,6,0.106759844
0,45,1,6,0.091652464
0,46,1,6,0.073633531
0,51,1,6,0.104678238
0,54,1,6,0.117561498
0,55,1,6,0.090840133
0,66,1,6,0.195860789
0,72,1,6,0.103742245
0,78,1,6,0.092278932
0,1,2,6,0.109488679
0,2,2,6,0.170292675
0,9,2,6,0.107020766
0,10,2,6,0.163424704
0,11,2,6,0.138763261
0,12,2,6,0.13747523
0,15,2,6,0.184728324
0,16,2,6,0.123038589
0,17,2,6,0.105590991
0,19,2,6,0.093752282
0,21,2,6,0.148958489
0,22,2,6,0.115362546
0,28,2,6,0.117676199
0,31,2,6,0.096301921
0,32,2,6,0.147863724
0,35,2,6,0.154864393
0,36,2,6,0.120890683
0,40,2,6,0.116573541
0,41,2,6,0.131186355
0,45,2,6,0.118578162
0,46,2,6,0.105851619
0,51,2,6,0.143292888
0,54,2,6,0.128610215
0,55,2,6,0.124257691
0,66,2,6,0.185044655
0,72,2,6,0.145770432
0,78,2,6,0.193394549
0,1,3,6,0.097119322
0,2,3,6,0.139645725
0,9,3,6,0.097771097
0,10,3,6,0.144197407
0,11,3,6,0.12456559
0,12,3,6,0.1218346
0,15,3,6,0.180386944
0,16,3,6,0.099679541
0,17,3,6,0.099724507
0,19,3,6,0.087603108
0,21,3,6,0.117811376
0,22,3,6,0.095071101
0,28,3,6,0.097271569
0,31,3,6,0.07776354
0,32,3,6,0.123579696
0,35,3,6,0.121138232
0,36,3,6,0.108498785
0,40,3,6,0.10100797
0,41,3,6,0.119356105
0,45,3,6,0.105832389
0,46,3,6,0.089884112
0,51,3,6,0.124880297
0,54,3,6,0.123256716
0,55,3,6,0.108227201
0,66,3,6,0.190574842
0,72,3,6,0.126056388
0,78,3,6,0.146400291
